id,tenant_id,name,domain,industry,company_size,annual_revenue,founded_year,headquarters,description,website,phone,address,city,state,country,postal_code,timezone,is_customer,tags,created_at,created_by
ef32987c-2b70-4c50-ac02-f1af0e14ce56,6e2684b5-dd18-4549-8440-7276b577d2b5,Atlas Computing Partners,atlascomputingpartners.com,Consulting,51-200,175544159.2,1991,"New Orleans, CA",A leading company in the automotive sector.,https://atlascomputingpartners.com,+14823273703,1240 Oak St,New Orleans,PA,JP,38197,US/Pacific,False,"['nurture', 'demo']",2025-12-21T15:07:02.927146,9d990953-1d48-4691-9104-88f3d84dc63c
cfdfb271-373e-48aa-be1d-f0aabe7ab2fb,6e2684b5-dd18-4549-8440-7276b577d2b5,Pearl Analytics Group,pearlanalyticsgroup.com,Healthcare,11-50,78747078.06,2019,"Philadelphia, TX",A leading company in the finance sector.,https://pearlanalyticsgroup.com,+13168672809,7047 Elm Rd,Philadelphia,MD,IN,45804,US/Eastern,False,[],2026-01-24T18:57:34.927176,f26bd177-029d-4863-993c-dfebe5004897
155bec1e-0ca5-454c-b036-56ef7b11ea62,6e2684b5-dd18-4549-8440-7276b577d2b5,Prism Technologies Partners,prismtechnologiespartners.com,Automotive,201-500,263490706.87,1999,"Oakland, IL",A leading company in the marketing sector.,https://prismtechnologiespartners.com,+17992610633,9919 Main St,Oakland,OH,FR,37686,US/Eastern,False,"['trial', 'hot_lead']",2025-02-12T21:24:58.927205,7223e10a-b124-4a7f-a342-f0f59020ba2f
c5327e38-2eff-4745-bcf6-ecad20945f45,6e2684b5-dd18-4549-8440-7276b577d2b5,BrightStar Inc LLC,brightstarincllc.com,Hospitality,500+,351850448.13,2012,"Dallas, GA",A leading company in the transportation sector.,https://brightstarincllc.com,+12309561891,793 Elm St,Dallas,WI,CA,51033,US/Pacific,False,"['cross_sell', 'hot_lead', 'webinar_attendee']",2025-02-26T15:07:53.927252,d53e375b-e751-4c1c-9dd2-2c198336f144
7a935d81-463a-4943-9ad7-3b0b31c8c3a9,6e2684b5-dd18-4549-8440-7276b577d2b5,Crystal Corp Group,crystalcorpgroup.com,Transportation,1-10,218384054.2,1986,"Milwaukee, IN",A leading company in the media sector.,https://crystalcorpgroup.com,+14529182928,8684 Main Dr,Milwaukee,DC,AU,39041,US/Central,False,[],2026-07-13T02:21:43.927287,f26bd177-029d-4863-993c-dfebe5004897
4002f4bf-10ab-4384-ae33-6e350c43547e,6e2684b5-dd18-4549-8440-7276b577d2b5,Ember Labs Group,emberlabsgroup.com,Transportation,51-200,363703183.88,2021,"Fort Worth, CA",A leading company in the marketing sector.,https://emberlabsgroup.com,+12441542090,4293 Oak Ave,Fort Worth,NE,GB,95918,UTC,True,"['pricing_page', 'existing_customer', 'win_back']",2026-01-02T02:08:35.927317,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
127448fe-debe-47ea-b75b-ceb487ae2805,6e2684b5-dd18-4549-8440-7276b577d2b5,RedRock Ventures Ltd,redrockventuresltd.com,Agriculture,201-500,315710990.76,1997,"Phoenix, CO",A leading company in the healthcare sector.,https://redrockventuresltd.com,+17806547619,1315 Pine Dr,Phoenix,MD,US,17456,US/Central,False,[],2025-05-09T01:41:55.927345,7675c849-0f1f-4fa3-923c-f392ea4a2f35
978890c1-29da-4d53-b8e1-b3da2c6dd03c,6e2684b5-dd18-4549-8440-7276b577d2b5,Coral Health Ltd,coralhealthltd.com,Automotive,500+,477118026.79,1982,"Milwaukee, MD",A leading company in the automotive sector.,https://coralhealthltd.com,+14799620568,5367 Cedar Dr,Milwaukee,CA,GB,18109,US/Pacific,True,"['seasonal', 'startup']",2026-07-07T02:49:54.927374,d53e375b-e751-4c1c-9dd2-2c198336f144
ce0d981f-b498-4143-a9ce-a2bd998c9f91,6e2684b5-dd18-4549-8440-7276b577d2b5,CloudPeak Analytics LLC,cloudpeakanalyticsllc.com,Telecommunications,201-500,262058073.16,2019,"Tulsa, TX",A leading company in the transportation sector.,https://cloudpeakanalyticsllc.com,+17896354366,4734 Elm Dr,Tulsa,KS,AU,98984,UTC,False,"['startup', 'trial']",2025-05-12T23:37:18.927403,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
56b83acc-13a1-45a4-b942-6a153d7d5cda,6e2684b5-dd18-4549-8440-7276b577d2b5,Fusion Analytics Corp,fusionanalyticscorp.com,Aerospace,11-50,166714349.93,2017,"San Francisco, VA",A leading company in the manufacturing sector.,https://fusionanalyticscorp.com,+15937396035,5182 Elm Ave,San Francisco,NE,CA,50577,US/Pacific,False,"['cold_lead', 'win_back']",2026-07-29T06:42:34.927431,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
5db97467-f830-498d-8186-96ee4716ca76,6e2684b5-dd18-4549-8440-7276b577d2b5,Copper Systems Ltd,coppersystemsltd.com,Transportation,1-10,181330704.61,1991,"Fresno, OH",A leading company in the energy sector.,https://coppersystemsltd.com,+14088517710,3811 Oak Ave,Fresno,AZ,FR,23256,UTC,False,['referral_partner'],2026-02-25T08:55:23.927459,d53e375b-e751-4c1c-9dd2-2c198336f144
1e0bef27-abae-4ac0-b406-9504780a15af,6e2684b5-dd18-4549-8440-7276b577d2b5,Zenith Partners Co,zenithpartnersco.com,Aerospace,11-50,360605439.75,1982,"Minneapolis, TN",A leading company in the transportation sector.,https://zenithpartnersco.com,+19199923909,3991 Elm Rd,Minneapolis,CO,BR,40671,US/Eastern,False,"['at_risk', 'demo', 'win_back']",2026-05-02T20:06:58.927486,9d990953-1d48-4691-9104-88f3d84dc63c
724f6b34-6a69-48c1-b40d-5c7ad4fa9216,6e2684b5-dd18-4549-8440-7276b577d2b5,Prism Technologies Co,prismtechnologiesco.com,Construction,500+,209359480.32,1990,"Portland, TX",A leading company in the aerospace sector.,https://prismtechnologiesco.com,+16889384456,4196 Main Dr,Portland,MA,JP,23446,UTC,True,['upsell'],2026-05-11T21:59:51.927513,d53e375b-e751-4c1c-9dd2-2c198336f144
d3b3cad1-f6b0-4d82-9aed-cf9cb39373cd,6e2684b5-dd18-4549-8440-7276b577d2b5,BrightStar Inc Inc,brightstarincinc.com,Telecommunications,51-200,465239439.97,2006,"Charlotte, TX",A leading company in the hospitality sector.,https://brightstarincinc.com,+14156104136,3962 Elm St,Charlotte,MA,DE,13694,US/Central,False,"['cold_lead', 'enterprise']",2025-11-25T20:30:30.927542,7223e10a-b124-4a7f-a342-f0f59020ba2f
68a44661-af94-4f98-9a01-bc4d887eaec5,6e2684b5-dd18-4549-8440-7276b577d2b5,GreenField Capital Co,greenfieldcapitalco.com,Agriculture,201-500,307693361.17,1985,"Tulsa, CA",A leading company in the legal sector.,https://greenfieldcapitalco.com,+17221197357,2549 Cedar Rd,Tulsa,AZ,IN,24573,US/Central,True,[],2025-03-25T11:59:17.927568,876017f1-7629-48e0-9ce9-20b44276c7d6
72ca8fdb-e86e-42e4-8393-b92185669c77,6e2684b5-dd18-4549-8440-7276b577d2b5,Opal Solutions Co,opalsolutionsco.com,Telecommunications,1-10,55473404.75,2011,"Raleigh, NE",A leading company in the insurance sector.,https://opalsolutionsco.com,+16365556580,8543 Cedar Ave,Raleigh,OK,GB,48177,US/Pacific,True,"['renewal', 'existing_customer']",2026-04-07T10:07:36.927613,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
0e940056-b380-438d-bfd2-fe0ba89ef977,6e2684b5-dd18-4549-8440-7276b577d2b5,Copper Systems Inc,coppersystemsinc.com,Transportation,1-10,476704168.81,2014,"Mesa, CA",A leading company in the construction sector.,https://coppersystemsinc.com,+14380064537,6497 Elm St,Mesa,FL,IN,58929,US/Central,False,"['startup', 'demo']",2025-10-10T03:13:52.927648,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
66d64b82-b1ff-4d56-9b57-757acb74ca05,6e2684b5-dd18-4549-8440-7276b577d2b5,IronClad Security Co,ironcladsecurityco.com,Energy,11-50,22215627.36,2014,"Colorado Springs, OK",A leading company in the retail sector.,https://ironcladsecurityco.com,+19861437936,7712 Elm Ave,Colorado Springs,TX,CA,69988,UTC,True,[],2025-08-28T04:49:57.927676,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
d90d67e4-48d6-4f52-ae1b-e6192c6f74cc,6e2684b5-dd18-4549-8440-7276b577d2b5,Vanguard Systems Group,vanguardsystemsgroup.com,Insurance,201-500,126694216.91,2021,"Las Vegas, TX",A leading company in the consulting sector.,https://vanguardsystemsgroup.com,+17828159711,883 Pine Blvd,Las Vegas,CA,AU,67272,US/Pacific,False,"['trial', 'nurture', 'high_priority']",2026-06-29T16:40:53.927705,63c904bb-37e1-42e9-b828-03d273915302
3753c5e4-9ef7-491f-b450-c21ca0735454,6e2684b5-dd18-4549-8440-7276b577d2b5,Crystal Corp Group,crystalcorpgroup.com,Finance,1000+,212278605.68,2007,"Seattle, NE",A leading company in the retail sector.,https://crystalcorpgroup.com,+14342794700,5362 Main St,Seattle,TN,FR,50173,US/Pacific,False,"['nurture', 'seasonal', 'pricing_page']",2026-01-30T19:35:11.927733,8b51f21b-0da9-4139-8f04-0ef4187ce705
3d3d3753-0137-46fe-954f-27cbeba4f16d,6e2684b5-dd18-4549-8440-7276b577d2b5,Iron Mountain Co,ironmountainco.com,Aerospace,201-500,137313952.27,1983,"El Paso, AZ",A leading company in the hospitality sector.,https://ironmountainco.com,+17855376735,2721 Main Ave,El Paso,NE,BR,14561,US/Eastern,True,"['demo', 'webinar_attendee']",2025-03-11T01:20:15.927797,d53e375b-e751-4c1c-9dd2-2c198336f144
79d80a07-d056-4f71-bdf2-f1aacd322184,6e2684b5-dd18-4549-8440-7276b577d2b5,Platinum Partners Ltd,platinumpartnersltd.com,Transportation,201-500,381554081.68,2016,"Boston, TX",A leading company in the construction sector.,https://platinumpartnersltd.com,+13576038028,5250 Pine Ave,Boston,CA,US,34385,US/Pacific,False,[],2025-10-31T12:47:01.927825,7223e10a-b124-4a7f-a342-f0f59020ba2f
5a663f0f-b091-43c7-b631-870432730af0,6e2684b5-dd18-4549-8440-7276b577d2b5,SwiftScale LLC,swiftscalellc.com,Consulting,1000+,458243630.83,2011,"Raleigh, TX",A leading company in the education sector.,https://swiftscalellc.com,+16877916405,1313 Elm Ave,Raleigh,OK,BR,21506,US/Central,False,[],2025-11-29T14:13:40.927851,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
7cdd0858-8a40-4144-a7ff-1cef66d8f36d,6e2684b5-dd18-4549-8440-7276b577d2b5,Apex Innovations Partners,apexinnovationspartners.com,Retail,51-200,254402434.8,1987,"Tulsa, TX",A leading company in the manufacturing sector.,https://apexinnovationspartners.com,+17311741456,8194 Main Blvd,Tulsa,GA,MX,58353,US/Pacific,False,['referral_partner'],2025-05-04T05:42:02.927884,13f891f6-02c5-48a2-bb4f-65f664be06a0
ea0f9ef8-baf3-4e9d-b070-f68292801da0,6e2684b5-dd18-4549-8440-7276b577d2b5,ClearView Corp Partners,clearviewcorppartners.com,Agriculture,500+,205427020.58,2006,"Tampa, KS",A leading company in the finance sector.,https://clearviewcorppartners.com,+16833241714,5294 Main Dr,Tampa,WI,JP,55156,US/Eastern,False,['cold_lead'],2026-04-24T21:36:56.927912,63c904bb-37e1-42e9-b828-03d273915302
f921c896-a095-4b65-a378-809705a23d70,6e2684b5-dd18-4549-8440-7276b577d2b5,NexGen Software Co,nexgensoftwareco.com,Construction,11-50,152097065.18,1990,"San Diego, TN",A leading company in the marketing sector.,https://nexgensoftwareco.com,+17781125105,8601 Pine St,San Diego,CA,DE,93238,US/Central,True,"['referral_partner', 'new_market']",2025-05-11T21:36:18.927939,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
35ee847f-9c60-4ff4-9f34-24394f27738f,6e2684b5-dd18-4549-8440-7276b577d2b5,Apex Innovations Group,apexinnovationsgroup.com,Manufacturing,11-50,329383500.05,2018,"Colorado Springs, OK",A leading company in the automotive sector.,https://apexinnovationsgroup.com,+16471895476,564 Main St,Colorado Springs,CA,MX,44688,US/Eastern,False,"['referral_partner', 'churned', 'vip']",2026-06-30T02:08:28.927971,71030eb2-1621-4863-8e2d-b6184abb7f32
34482421-116b-466c-9b36-d3a69b03d6c7,6e2684b5-dd18-4549-8440-7276b577d2b5,Prism Technologies Partners,prismtechnologiespartners.com,Agriculture,11-50,402353842.7,2023,"Washington DC, NV",A leading company in the consulting sector.,https://prismtechnologiespartners.com,+13947957237,1081 Oak Dr,Washington DC,TN,BR,70875,US/Eastern,False,['trial'],2025-12-28T15:52:53.927998,876017f1-7629-48e0-9ce9-20b44276c7d6
348fb924-00ad-4daa-b665-13e5836e2f29,6e2684b5-dd18-4549-8440-7276b577d2b5,GreenField Capital Co,greenfieldcapitalco.com,Construction,500+,53136657.61,1995,"Boston, WI",A leading company in the education sector.,https://greenfieldcapitalco.com,+13148782098,4161 Oak St,Boston,TX,FR,60351,US/Pacific,True,['trial'],2025-12-22T10:13:06.928024,9d990953-1d48-4691-9104-88f3d84dc63c
9b5f2080-123b-4a4b-b631-73cdfb21e7a0,6e2684b5-dd18-4549-8440-7276b577d2b5,Apex Innovations Ltd,apexinnovationsltd.com,Telecommunications,201-500,439543878.02,2011,"Fresno, CA",A leading company in the finance sector.,https://apexinnovationsltd.com,+16059743975,8381 Elm Ave,Fresno,OH,MX,56254,UTC,True,"['referral_partner', 'churned', 'win_back']",2026-06-01T13:42:38.928052,71030eb2-1621-4863-8e2d-b6184abb7f32
497e49ac-a5cc-4f23-a4d5-2e65403e2f74,6e2684b5-dd18-4549-8440-7276b577d2b5,TechNova Solutions Co,technovasolutionsco.com,Media,11-50,441233742.67,2003,"San Antonio, LA",A leading company in the hospitality sector.,https://technovasolutionsco.com,+13571688961,6663 Main Rd,San Antonio,GA,DE,57516,US/Central,True,"['new_market', 'upsell', 'referral_partner']",2025-06-06T07:59:29.928091,f26bd177-029d-4863-993c-dfebe5004897
9336bb89-e290-4a55-b4f2-5b46d32553c6,6e2684b5-dd18-4549-8440-7276b577d2b5,ClearView Corp Corp,clearviewcorpcorp.com,Insurance,51-200,377494837.89,1992,"Oklahoma City, NE",A leading company in the construction sector.,https://clearviewcorpcorp.com,+18018911690,759 Main St,Oklahoma City,TX,AU,72094,US/Pacific,True,['trial'],2025-12-28T09:13:24.928128,876017f1-7629-48e0-9ce9-20b44276c7d6
d3c55619-3bc3-49f3-9460-10da085f7527,6e2684b5-dd18-4549-8440-7276b577d2b5,Topaz Digital Partners,topazdigitalpartners.com,Automotive,51-200,253682127.35,2012,"Washington DC, CA",A leading company in the agriculture sector.,https://topazdigitalpartners.com,+19338981582,5011 Elm St,Washington DC,MA,AU,98317,UTC,False,"['bulk_order', 'seasonal']",2025-03-05T01:02:23.928155,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
bc999246-7fca-4ed5-b9c1-35fba9d72bd9,6e2684b5-dd18-4549-8440-7276b577d2b5,Velocity Labs Partners,velocitylabspartners.com,Automotive,500+,113810235.49,1983,"Wichita, CO",A leading company in the agriculture sector.,https://velocitylabspartners.com,+17027311027,6329 Oak Ave,Wichita,IL,MX,24404,US/Eastern,True,"['content_downloader', 'cold_lead']",2026-04-03T10:43:49.928182,876017f1-7629-48e0-9ce9-20b44276c7d6
6ebce9ee-be64-4374-aab5-3a28d2f5963f,6e2684b5-dd18-4549-8440-7276b577d2b5,Coral Health Co,coralhealthco.com,Agriculture,1000+,363714679.37,2025,"Raleigh, TX",A leading company in the construction sector.,https://coralhealthco.com,+17185493136,5425 Elm Rd,Raleigh,OR,AU,32699,US/Pacific,False,"['new_market', 'demo']",2025-11-03T01:31:08.928212,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
a253dd8a-967f-44e8-b564-3bd597d3206d,6e2684b5-dd18-4549-8440-7276b577d2b5,Pulse Digital LLC,pulsedigitalllc.com,Insurance,51-200,112472275.64,1999,"Seattle, KS",A leading company in the consulting sector.,https://pulsedigitalllc.com,+15027526473,8111 Pine Dr,Seattle,TX,JP,45842,US/Central,True,"['webinar_attendee', 'demo', 'cold_lead']",2025-11-29T04:50:18.928241,13f891f6-02c5-48a2-bb4f-65f664be06a0
6bf1f439-07e8-4f86-856f-2d5f0ac28d6c,6e2684b5-dd18-4549-8440-7276b577d2b5,Steel Bridge Inc,steelbridgeinc.com,Telecommunications,1000+,128259165.54,2010,"El Paso, OH",A leading company in the real estate sector.,https://steelbridgeinc.com,+19850992795,4542 Cedar Blvd,El Paso,TX,CA,90698,US/Eastern,True,['churned'],2025-10-01T05:13:05.928267,f26bd177-029d-4863-993c-dfebe5004897
c244bb6a-aae2-4c38-a178-9d130f6b3782,6e2684b5-dd18-4549-8440-7276b577d2b5,EverGreen Solutions Corp,evergreensolutionscorp.com,Agriculture,1-10,340611933.69,1988,"Tulsa, NY",A leading company in the insurance sector.,https://evergreensolutionscorp.com,+12678351760,7893 Elm Ave,Tulsa,LA,FR,52096,US/Central,False,[],2025-09-30T22:47:28.928297,7223e10a-b124-4a7f-a342-f0f59020ba2f
c4462773-4d88-46ab-95d6-5f1ebeecd42c,6e2684b5-dd18-4549-8440-7276b577d2b5,Iron Mountain Co,ironmountainco.com,Retail,201-500,441128374.33,1991,"Chicago, IL",A leading company in the hospitality sector.,https://ironmountainco.com,+15384265148,3152 Pine St,Chicago,NY,FR,84443,UTC,False,"['cross_sell', 'pricing_page']",2026-07-26T21:17:23.928325,63c904bb-37e1-42e9-b828-03d273915302
346ebd52-ba14-4643-b914-bab80cf1e7db,6e2684b5-dd18-4549-8440-7276b577d2b5,GreenField Capital Co,greenfieldcapitalco.com,Telecommunications,51-200,96446058.57,1987,"Fresno, OK",A leading company in the retail sector.,https://greenfieldcapitalco.com,+15140133190,4315 Oak St,Fresno,TX,AU,48669,US/Eastern,True,"['content_downloader', 'low_priority', 'trial']",2025-05-04T17:54:03.928352,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
200825f1-a720-4bcf-9b28-0bb4de144705,6e2684b5-dd18-4549-8440-7276b577d2b5,IronClad Security LLC,ironcladsecurityllc.com,Agriculture,51-200,467915902.23,1980,"Dallas, CA",A leading company in the hospitality sector.,https://ironcladsecurityllc.com,+13011556076,4474 Pine Blvd,Dallas,CO,MX,11498,US/Central,False,['enterprise'],2025-06-06T20:15:05.928380,13f891f6-02c5-48a2-bb4f-65f664be06a0
371fa42b-ac5f-4eb8-9e1b-4494a40404b4,6e2684b5-dd18-4549-8440-7276b577d2b5,Apex Innovations Ltd,apexinnovationsltd.com,Construction,1000+,384932031.68,2024,"Oakland, CA",A leading company in the consulting sector.,https://apexinnovationsltd.com,+17873556326,3718 Oak Ave,Oakland,NM,GB,69634,US/Central,False,"['new_market', 'win_back', 'at_risk']",2025-10-17T00:59:59.928426,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
8d1e1269-00a8-4d36-b1fd-1c1807477f20,6e2684b5-dd18-4549-8440-7276b577d2b5,Diamond Edge Inc,diamondedgeinc.com,Telecommunications,500+,351897874.27,1984,"Mesa, KS",A leading company in the education sector.,https://diamondedgeinc.com,+16560216095,9072 Cedar Ave,Mesa,KS,JP,29641,US/Eastern,False,"['hot_lead', 'win_back', 'at_risk']",2026-06-20T06:37:04.928455,63c904bb-37e1-42e9-b828-03d273915302
a684758b-9d7d-4a70-84ec-0a5207fc1efb,6e2684b5-dd18-4549-8440-7276b577d2b5,Coral Health Ltd,coralhealthltd.com,Telecommunications,11-50,256648259.21,2009,"Houston, KS",A leading company in the healthcare sector.,https://coralhealthltd.com,+14400015680,5149 Main Dr,Houston,CA,US,38560,UTC,True,"['seasonal', 'startup']",2025-04-07T05:49:11.928489,63c904bb-37e1-42e9-b828-03d273915302
e8812156-e1e5-4436-8727-54689cc5e40c,6e2684b5-dd18-4549-8440-7276b577d2b5,Cobalt Systems Inc,cobaltsystemsinc.com,Media,11-50,384497582.69,2021,"Denver, FL",A leading company in the media sector.,https://cobaltsystemsinc.com,+17903264703,6366 Elm Dr,Denver,OR,CA,99486,US/Eastern,False,"['hot_lead', 'nurture']",2026-03-14T22:33:41.928519,d53e375b-e751-4c1c-9dd2-2c198336f144
769f3ed6-7aa6-49de-bae7-de0239921a6a,6e2684b5-dd18-4549-8440-7276b577d2b5,Iron Mountain LLC,ironmountainllc.com,Technology,51-200,231528800.4,2014,"New York, KY",A leading company in the insurance sector.,https://ironmountainllc.com,+17923947323,3862 Oak Dr,New York,TX,GB,46129,US/Eastern,False,[],2025-03-09T18:34:15.928545,7675c849-0f1f-4fa3-923c-f392ea4a2f35
dd016af4-a992-40e0-b161-0b8b75494333,6e2684b5-dd18-4549-8440-7276b577d2b5,Golden Ratio Inc,goldenratioinc.com,Real Estate,1-10,50493311.71,1982,"Indianapolis, MD",A leading company in the aerospace sector.,https://goldenratioinc.com,+19181286839,897 Oak St,Indianapolis,NV,BR,40715,US/Eastern,False,[],2025-06-28T21:39:11.928571,13f891f6-02c5-48a2-bb4f-65f664be06a0
ca0e7933-1638-4f8e-94e0-1f08b7051d22,6e2684b5-dd18-4549-8440-7276b577d2b5,Summit Analytics Co,summitanalyticsco.com,Automotive,51-200,288758533.58,2023,"Tampa, TN",A leading company in the marketing sector.,https://summitanalyticsco.com,+17591035675,2447 Cedar Ave,Tampa,TN,FR,46064,UTC,False,['churned'],2026-04-18T23:32:41.928630,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
6f3b0c3b-38b4-4a33-afff-766d95cc215c,6e2684b5-dd18-4549-8440-7276b577d2b5,NexGen Software Corp,nexgensoftwarecorp.com,Hospitality,500+,159401291.94,2006,"Long Beach, TN",A leading company in the manufacturing sector.,https://nexgensoftwarecorp.com,+13288011277,3112 Cedar Dr,Long Beach,IN,DE,49418,US/Eastern,False,[],2026-04-03T18:28:17.928663,71030eb2-1621-4863-8e2d-b6184abb7f32
b05eeee8-a41d-4935-b168-b45a27c3850c,6e2684b5-dd18-4549-8440-7276b577d2b5,Ember Labs LLC,emberlabsllc.com,Marketing,51-200,101708199.69,2021,"Portland, PA",A leading company in the telecommunications sector.,https://emberlabsllc.com,+15638410176,1614 Cedar Ave,Portland,TX,FR,59436,UTC,False,['existing_customer'],2025-09-15T20:45:40.928704,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
baee4767-f7ce-4ea3-973a-a2f0c0e5f156,6e2684b5-dd18-4549-8440-7276b577d2b5,Sterling Finance Corp,sterlingfinancecorp.com,Real Estate,11-50,481040674.18,1987,"New York, TX",A leading company in the agriculture sector.,https://sterlingfinancecorp.com,+15927495468,3450 Elm Ave,New York,GA,AU,47101,US/Pacific,False,"['cross_sell', 'upsell']",2026-02-08T21:58:40.928732,63c904bb-37e1-42e9-b828-03d273915302
f23b36be-4195-47bf-9834-21cb07ea153a,6e2684b5-dd18-4549-8440-7276b577d2b5,Amber Industries Ltd,amberindustriesltd.com,Agriculture,51-200,457169532.92,2003,"San Antonio, TN",A leading company in the media sector.,https://amberindustriesltd.com,+16491313639,3725 Oak St,San Antonio,CA,JP,86550,US/Pacific,True,['trial'],2025-09-28T17:08:11.928759,7675c849-0f1f-4fa3-923c-f392ea4a2f35
