id,tenant_id,entity_type,entity_id,content,created_at,created_by
b7c956b0-f197-404f-99af-d954257c9730,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,78c6fc00-03bd-4319-8659-b62a28d4e874,Client comparing with competitor,2026-01-31T06:03:21.499852,9d990953-1d48-4691-9104-88f3d84dc63c
28ea04a7-0db1-4b37-8044-754fae9e39a4,6e2684b5-dd18-4549-8440-7276b577d2b5,company,d939d182-e848-4287-999c-cf7c2f137044,Client has budget constraints,2026-06-21T22:15:30.499866,71030eb2-1621-4863-8e2d-b6184abb7f32
4b269bf1-848c-49a3-9052-2a929591865e,6e2684b5-dd18-4549-8440-7276b577d2b5,company,e81caa7d-d624-4f61-a640-8ecbd25e6fe0,Discussed pricing options with client,2026-03-28T08:12:59.499879,63c904bb-37e1-42e9-b828-03d273915302
798aacd6-6ca3-4d65-baa7-2a25cc70a60d,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,25994510-1fa0-4c9a-8917-54b86ebf48c0,Sent proposal via email,2026-03-31T21:49:33.499894,8b51f21b-0da9-4139-8f04-0ef4187ce705
fbea5d20-ef91-4822-bde2-823ff4b638b8,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,9470afe1-d9e3-4eb3-8f08-6c4e02b97e7b,Stakeholder meeting went well,2025-08-26T00:42:41.499908,63c904bb-37e1-42e9-b828-03d273915302
e4508179-5493-4d83-8ceb-aa0013af9fe3,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,9a9d93c0-c3f6-4091-a3a3-93c1e4ce4868,Stakeholder meeting went well,2026-04-03T04:15:35.499922,876017f1-7629-48e0-9ce9-20b44276c7d6
87069b69-4699-40f6-b513-602f1ecff504,6e2684b5-dd18-4549-8440-7276b577d2b5,company,41b12654-1264-4986-bd69-82d47e005c81,Decision maker is VP of Sales,2025-10-06T14:20:14.499940,d53e375b-e751-4c1c-9dd2-2c198336f144
ede16e34-fddb-432a-a010-cea050d33cc3,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,ddb3d19b-dbc3-445f-9396-1b3d20aa481d,Client requested case studies,2025-12-16T14:08:04.499955,876017f1-7629-48e0-9ce9-20b44276c7d6
80d2f1ae-cb39-4b9e-8109-9bc0f16f679c,6e2684b5-dd18-4549-8440-7276b577d2b5,company,b94f9688-e7d0-462f-b6f8-54ff566da376,Client needs custom reporting,2025-12-06T17:48:49.499969,9d990953-1d48-4691-9104-88f3d84dc63c
a253b43e-4324-4b9f-b7b2-a7ee1a0aa125,6e2684b5-dd18-4549-8440-7276b577d2b5,company,1e83a4e8-fa7d-43a0-9617-4ee071916fca,Contract renewal in Q2,2025-09-25T10:14:10.499988,71030eb2-1621-4863-8e2d-b6184abb7f32
0497e18d-3dd0-4ca3-8baa-47540bcc0323,6e2684b5-dd18-4549-8440-7276b577d2b5,company,baee4767-f7ce-4ea3-973a-a2f0c0e5f156,Sent proposal via email,2026-01-29T00:32:41.500003,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
de73478a-13a8-44af-ac5e-348f68cb7b15,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,b8c5ac77-91eb-421f-bbf4-c4ccd60bfad0,Contract renewal in Q2,2026-07-26T13:50:42.500016,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
f2a237be-e891-434c-89c4-1bf8248a10d8,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,e20f220a-a774-4b86-bcae-d6710273efc2,Stakeholder meeting went well,2026-02-14T13:54:37.500030,7675c849-0f1f-4fa3-923c-f392ea4a2f35
c599bfe0-6dea-4267-901f-5feefd18d753,6e2684b5-dd18-4549-8440-7276b577d2b5,company,35b66c5e-d4d4-4048-82ae-5c5f3effbc2d,Budget approved for Q3,2025-09-28T12:40:50.500043,13f891f6-02c5-48a2-bb4f-65f664be06a0
b957bc20-3858-4924-bef5-a170870947ee,6e2684b5-dd18-4549-8440-7276b577d2b5,company,e747348c-9493-424f-9a24-f30d6d2c0ea2,Client needs custom reporting,2026-07-19T04:21:48.500057,9d990953-1d48-4691-9104-88f3d84dc63c
80073ab1-e407-4a13-9b20-94f5147cae5d,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,17a3837e-2cf7-4e76-81a5-5e5426d77705,Client needs custom reporting,2025-08-17T17:00:01.500071,876017f1-7629-48e0-9ce9-20b44276c7d6
474ef3c5-fe23-4f33-93be-89b90ecf8389,6e2684b5-dd18-4549-8440-7276b577d2b5,company,0e940056-b380-438d-bfd2-fe0ba89ef977,Budget approved for Q3,2026-05-22T12:16:04.500084,f26bd177-029d-4863-993c-dfebe5004897
c4523f7f-a7d9-43ea-b312-48d02ca7403f,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,077bc758-df70-4f9e-bc08-31ab2c2ba389,Need to involve technical team,2026-01-19T23:01:19.500098,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
1773de23-b0c6-4c63-b8a5-bf5a602f849f,6e2684b5-dd18-4549-8440-7276b577d2b5,company,ad2b76ac-b99f-40cf-a31b-a835b13eb618,Call scheduled for next week,2025-09-27T02:35:51.500111,9d990953-1d48-4691-9104-88f3d84dc63c
f64bc697-c6be-401f-a5ed-a2abd49c41f3,6e2684b5-dd18-4549-8440-7276b577d2b5,company,52543ee3-6d90-4a89-9386-2f60319d6b3d,Client needs custom reporting,2025-11-21T00:56:10.500125,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
2667481d-888d-4070-8a1f-70c370644c12,6e2684b5-dd18-4549-8440-7276b577d2b5,company,200825f1-a720-4bcf-9b28-0bb4de144705,Decision maker is VP of Sales,2026-05-14T21:56:02.500138,8b51f21b-0da9-4139-8f04-0ef4187ce705
8e556915-e141-492b-a90b-6fd14a0d7c56,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,55e58f59-b96e-4345-8af9-36c383901e65,Call scheduled for next week,2026-06-10T14:28:43.500152,8b51f21b-0da9-4139-8f04-0ef4187ce705
e03b1521-45e0-4c81-a879-c2003e58d189,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,e80724de-9c0c-4b9e-a813-029815eca386,Technical requirements documented,2026-06-25T08:57:39.500166,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
2c3bd836-c101-4f33-935f-89e4fe40fb12,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,78f44c06-0022-4133-b133-d1a9b4e0060c,Contract renewal in Q2,2026-01-06T18:38:01.500179,7675c849-0f1f-4fa3-923c-f392ea4a2f35
1570f8fe-48c0-4762-aacc-000e5104d2f4,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,96e2af6b-7c4f-45cf-a8ca-94109f570c23,Contract renewal in Q2,2026-02-02T21:45:46.500194,7223e10a-b124-4a7f-a342-f0f59020ba2f
988b639b-525d-4b61-8599-768b2842df4c,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,1370cb6f-0d39-4e63-aa82-99c8429272fd,Client requested case studies,2025-12-13T00:42:32.500208,9d990953-1d48-4691-9104-88f3d84dc63c
d533dcec-57a8-429e-ba36-0dd3712b8589,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,d78304b9-110a-4440-aeba-8b350cf7cad8,Client has budget constraints,2026-02-28T06:31:34.500222,63c904bb-37e1-42e9-b828-03d273915302
8a6e9a86-13bf-4402-9a6c-84103ac98039,6e2684b5-dd18-4549-8440-7276b577d2b5,company,f06d5004-19c8-4e3e-938b-61b4c819f1aa,Client requested case studies,2025-10-07T00:54:21.500235,7675c849-0f1f-4fa3-923c-f392ea4a2f35
08961758-fc5e-4b71-a968-699482897c34,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,48206c60-dbff-4b20-8348-f0fcb3615675,Follow-up needed after demo,2026-06-11T07:11:59.500249,9d990953-1d48-4691-9104-88f3d84dc63c
488262e8-6b36-422f-bf89-6d6ef82898ae,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,15586abc-f84e-4dea-a57e-b663c9e5441b,Budget approved for Q3,2025-08-19T15:32:52.500267,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
ed8ec80e-053d-4aae-8138-857b5657979e,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,86873b6a-0ba2-4e45-9ee3-6888886fc9d9,Client needs custom reporting,2025-08-14T07:57:53.500281,7223e10a-b124-4a7f-a342-f0f59020ba2f
a883a778-a7d7-411c-b023-61c1fedf02d4,6e2684b5-dd18-4549-8440-7276b577d2b5,company,e747348c-9493-424f-9a24-f30d6d2c0ea2,Client has budget constraints,2026-04-17T11:12:00.500294,9d990953-1d48-4691-9104-88f3d84dc63c
3c539433-16cc-441d-ab66-62b6c0167313,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,13533f2f-df22-4457-98c5-0fab0d491871,Client requested case studies,2026-01-21T23:14:57.500308,8b51f21b-0da9-4139-8f04-0ef4187ce705
80d4c22e-ced0-4bfd-9eab-709af6a0166b,6e2684b5-dd18-4549-8440-7276b577d2b5,company,bce60fe5-da87-4cf1-acdb-a342b0b27ba7,Client requested case studies,2026-05-12T08:33:09.500322,f26bd177-029d-4863-993c-dfebe5004897
cd56cced-675f-4f1b-b173-951123fd610f,6e2684b5-dd18-4549-8440-7276b577d2b5,company,0bfc8bce-2cd4-4b5e-8ad3-a6136f6d3676,Sent proposal via email,2026-06-20T13:18:50.500338,63c904bb-37e1-42e9-b828-03d273915302
22a9015e-901a-4da2-999b-9c4ff5ae6f69,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,76e6029d-4124-4827-82bd-ee0ddc233a0d,Discussed pricing options with client,2026-02-24T11:54:40.500357,7223e10a-b124-4a7f-a342-f0f59020ba2f
6dd7b07b-72b8-46d8-92cf-f0bd2011ee9e,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,cd4e1cc5-c485-4d83-a2b9-e8b191e1177c,Decision maker is VP of Sales,2025-08-09T20:18:21.500376,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
ab326eb5-ea8e-4e6b-83ae-a697deae73f8,6e2684b5-dd18-4549-8440-7276b577d2b5,company,303695e1-f035-4ba7-a54f-19b1541aa73f,Strong interest in API integration,2026-02-15T03:59:15.500390,71030eb2-1621-4863-8e2d-b6184abb7f32
59626077-b148-4b2c-bfcc-43dc25334110,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,ba72e658-56bf-4e85-8f86-c54ca4148a91,Budget approved for Q3,2025-12-12T01:16:24.500404,13f891f6-02c5-48a2-bb4f-65f664be06a0
321baf89-dfcf-4197-ac56-f23c26a2d7fa,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,0be06001-e3e6-48d1-9ae7-2e7cb7da61f6,Client interested in enterprise plan,2026-03-16T00:59:36.500418,7223e10a-b124-4a7f-a342-f0f59020ba2f
bd0c4a15-8978-410c-8d3f-960768cb28d6,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,3960cdc4-96a7-40fd-b68f-34f1baa059e0,Follow-up needed after demo,2025-08-18T01:42:02.500437,9d990953-1d48-4691-9104-88f3d84dc63c
42f96383-afa4-4476-9d11-c80a01b89657,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,1e5f55fb-59fd-48c1-b73d-3a9faefda53a,Stakeholder meeting went well,2026-04-11T08:18:55.500451,d53e375b-e751-4c1c-9dd2-2c198336f144
8887263c-33d0-4b65-b820-ac4c82867982,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,0b935285-8544-45e1-a4c2-1f0573234709,Budget approved for Q3,2025-08-12T15:16:14.500468,8b51f21b-0da9-4139-8f04-0ef4187ce705
1f91dbb8-80ad-46e4-8ac7-3505ddaa3e1f,6e2684b5-dd18-4549-8440-7276b577d2b5,company,200825f1-a720-4bcf-9b28-0bb4de144705,Need to involve technical team,2026-06-14T22:00:35.500482,f26bd177-029d-4863-993c-dfebe5004897
f9b3ab77-35c0-4fa7-91b4-1ecff95096f6,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,808e13eb-beb3-475e-95f9-202f5a82b206,Sent proposal via email,2026-06-30T19:35:29.500495,13f891f6-02c5-48a2-bb4f-65f664be06a0
7cd12b82-9154-4fbf-9c8d-c33e6572771f,6e2684b5-dd18-4549-8440-7276b577d2b5,company,e28f16f6-7bba-4a59-a1ce-f3935e09ba36,Sent proposal via email,2026-01-22T20:58:27.500509,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
bbeafe7d-9d4b-4014-a96d-983701e97d11,6e2684b5-dd18-4549-8440-7276b577d2b5,company,127448fe-debe-47ea-b75b-ceb487ae2805,Strong interest in API integration,2026-04-10T01:16:50.500523,f26bd177-029d-4863-993c-dfebe5004897
67d591ec-05ed-4a25-841f-07ebb9e862b0,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,3608f98b-faff-4c27-84cb-20a6f6f84759,Client has budget constraints,2026-01-29T20:37:15.500536,8b51f21b-0da9-4139-8f04-0ef4187ce705
89eccec8-96ac-40df-963d-04579027ea23,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,20e7282e-61ca-4bb7-b098-8e6b34f23e07,Discussed pricing options with client,2026-03-31T06:03:41.500558,13f891f6-02c5-48a2-bb4f-65f664be06a0
12ad0068-87e8-46cf-a77f-35c37214e054,6e2684b5-dd18-4549-8440-7276b577d2b5,company,c5327e38-2eff-4745-bcf6-ecad20945f45,Decision maker is VP of Sales,2025-11-18T07:29:20.500572,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
c7cf9739-4bb1-4ee3-b397-a1505204f341,6e2684b5-dd18-4549-8440-7276b577d2b5,company,05f46af1-fa53-4b19-9e05-afb343d4537a,Client comparing with competitor,2025-12-01T21:46:24.500587,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
2818f198-05a6-40cc-a33f-2d4a84ceafc3,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,1f93466a-0b32-4eb5-8fc1-1fb45871102d,Client comparing with competitor,2026-04-21T12:27:19.500600,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
005f1a2f-ff96-44bc-aaef-a6cfa5fc17e4,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,94122760-c6d6-42d3-a91b-d17539f4cc2c,Stakeholder meeting went well,2026-07-10T13:01:59.500615,9d990953-1d48-4691-9104-88f3d84dc63c
996a6bf6-c3be-472a-b18e-cbf929875101,6e2684b5-dd18-4549-8440-7276b577d2b5,company,912a43f6-c2e9-4813-8478-6326cd752971,Technical requirements documented,2026-04-09T21:20:46.500629,13f891f6-02c5-48a2-bb4f-65f664be06a0
2828fb13-e715-473d-9fc4-363c1424fdde,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,dd9b837f-9087-4a33-9605-a5a32b5f3c89,Call scheduled for next week,2026-07-09T08:01:39.500642,71030eb2-1621-4863-8e2d-b6184abb7f32
d32fcbe4-74eb-4219-bba0-36ebe9fcc225,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,e3ffb6fc-8a0c-47e6-b09f-49ea9f2046a9,Decision maker is VP of Sales,2026-02-26T12:47:49.500656,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
06d4abad-21e6-4fc2-8801-cc8c7d291e72,6e2684b5-dd18-4549-8440-7276b577d2b5,deal,b90fbd04-cd1b-4ba6-a0d7-e347673a931f,Follow-up needed after demo,2025-12-29T00:53:24.500670,63c904bb-37e1-42e9-b828-03d273915302
0b72a897-6100-49bf-8291-38896dbf9a79,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,7ddeb7b9-e4ad-4001-b27b-414d50a7b3e1,Client comparing with competitor,2026-02-14T19:59:36.500684,63c904bb-37e1-42e9-b828-03d273915302
2cdb774e-6d50-428d-92b9-3a94e4b10470,6e2684b5-dd18-4549-8440-7276b577d2b5,contact,f16905ee-b741-459a-9951-c8e07c0becdd,Strong interest in API integration,2026-06-27T14:25:13.500698,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
