id,tenant_id,contact_id,company_id,subject,body,status,priority,category,assigned_to,first_response_at,resolved_at,created_at,created_by
a73cc1de-6a79-4dc2-b4b8-d5bc081869af,6e2684b5-dd18-4549-8440-7276b577d2b5,8f04947a-a9f8-45dd-bbab-e3407394bef7,,Duplicate records,Issue description: sync failure. Need assistance with this matter.,closed,high,technical,,2026-02-21T00:12:24.175698,2026-06-25T14:03:26.175704,2025-11-13T09:45:30.175709,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
3c6c7503-dadd-46f4-bc3e-6ddb65bda9f7,6e2684b5-dd18-4549-8440-7276b577d2b5,34c393f3-9e96-4c8f-abdc-84f04629ade0,,Missing data,Issue description: permission denied. Need assistance with this matter.,open,urgent,bug,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,,,2026-01-10T11:41:13.175724,876017f1-7629-48e0-9ce9-20b44276c7d6
54e214f4-bb3a-49e6-ba02-a9fa177637ba,6e2684b5-dd18-4549-8440-7276b577d2b5,,,Account access,Issue description: duplicate records. Need assistance with this matter.,closed,high,bug,,2026-03-04T10:54:52.175768,2026-05-06T02:36:31.175802,2026-03-29T12:22:12.175818,8b51f21b-0da9-4139-8f04-0ef4187ce705
e6ca9057-74ec-4353-a0fc-012d8b1f9028,6e2684b5-dd18-4549-8440-7276b577d2b5,,,API error,Issue description: permission denied. Need assistance with this matter.,closed,urgent,feature_request,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,2026-04-11T17:08:15.175846,2026-07-15T11:18:00.175855,2025-10-25T07:22:59.175863,9d990953-1d48-4691-9104-88f3d84dc63c
4428fc3f-f1a3-4270-badf-2fa33f88d031,6e2684b5-dd18-4549-8440-7276b577d2b5,4bb3bf35-28d5-4598-a535-7da8961763b4,,Report wrong,Issue description: missing data. Need assistance with this matter.,resolved,urgent,bug,13f891f6-02c5-48a2-bb4f-65f664be06a0,2026-07-04T07:58:06.175900,2026-06-17T21:52:49.175916,2026-06-27T14:01:00.175929,f26bd177-029d-4863-993c-dfebe5004897
04ee2e96-5fec-48d3-8ecd-a471aaf63909,6e2684b5-dd18-4549-8440-7276b577d2b5,ad9a44e8-3e44-4fd4-ba64-60bed0413ef6,,Feature request,Issue description: duplicate records. Need assistance with this matter.,closed,urgent,billing,d53e375b-e751-4c1c-9dd2-2c198336f144,2026-07-15T01:51:27.175958,2026-05-06T20:00:00.175969,2026-01-31T05:34:30.175980,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
cd7da354-ebc5-4392-a2b0-9c24a03d1e49,6e2684b5-dd18-4549-8440-7276b577d2b5,0e912386-c780-4d98-ab85-9e9eefee837c,6622eed6-6e29-4073-82e8-9860ab63b763,Report wrong,Issue description: bug report. Need assistance with this matter.,closed,high,bug,13f891f6-02c5-48a2-bb4f-65f664be06a0,2026-03-06T10:57:08.176016,2026-07-04T19:47:28.176030,2026-03-31T14:31:20.176044,71030eb2-1621-4863-8e2d-b6184abb7f32
cda3d916-e4cc-4a8a-9edb-4d40bf0af662,6e2684b5-dd18-4549-8440-7276b577d2b5,26157333-3475-4d53-89a8-cfa44ec44940,b1823e3c-a569-48e9-881f-da6d26132684,Sync failure,Issue description: report wrong. Need assistance with this matter.,closed,low,billing,,2026-06-04T10:39:55.176081,2026-06-13T01:31:59.176088,2026-01-15T21:43:59.176094,7223e10a-b124-4a7f-a342-f0f59020ba2f
635c1fa7-8b65-49cf-a43d-2dd1d4a21659,6e2684b5-dd18-4549-8440-7276b577d2b5,b8f6d5d3-38a6-4793-ba69-32f69a6d450d,,Email not sending,Issue description: data export. Need assistance with this matter.,resolved,urgent,bug,,2026-06-20T12:27:31.176109,2026-05-27T18:19:44.176115,2026-01-04T17:41:45.176120,7223e10a-b124-4a7f-a342-f0f59020ba2f
53c74f97-6935-451d-ba89-025c02889aab,6e2684b5-dd18-4549-8440-7276b577d2b5,918fae07-ee2e-48e0-94e8-dd9661290d11,,Integration problem,Issue description: feature request. Need assistance with this matter.,closed,medium,feature_request,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,2026-06-20T03:02:36.176137,2026-07-10T13:04:59.176146,2025-11-04T18:41:56.176151,d53e375b-e751-4c1c-9dd2-2c198336f144
1b9c3c33-cbf8-4e3b-9307-ad3b10d8907b,6e2684b5-dd18-4549-8440-7276b577d2b5,90f9cd12-fbe9-4176-a868-97f0d060d033,05f46af1-fa53-4b19-9e05-afb343d4537a,Cancellation request,Issue description: login issue. Need assistance with this matter.,open,low,feature_request,d53e375b-e751-4c1c-9dd2-2c198336f144,,,2026-02-02T07:17:31.176168,7223e10a-b124-4a7f-a342-f0f59020ba2f
2cd7143a-5fbe-465a-a590-b70d41cf0537,6e2684b5-dd18-4549-8440-7276b577d2b5,,,Login issue,Issue description: permission denied. Need assistance with this matter.,open,medium,technical,f26bd177-029d-4863-993c-dfebe5004897,,,2026-06-27T16:54:53.176183,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
6428a0ae-8fe1-49e6-9af9-84a60d3bfad2,6e2684b5-dd18-4549-8440-7276b577d2b5,00476e27-47fa-4bfc-8165-4e8728f71fc7,,Cancellation request,Issue description: api error. Need assistance with this matter.,open,medium,bug,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,,,2025-11-10T21:26:45.176199,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
5c4aa989-0a74-4c16-91ca-4a46775c0e5a,6e2684b5-dd18-4549-8440-7276b577d2b5,,,Email not sending,Issue description: email not sending. Need assistance with this matter.,open,medium,bug,8b51f21b-0da9-4139-8f04-0ef4187ce705,,,2025-10-13T07:20:35.176214,f26bd177-029d-4863-993c-dfebe5004897
b8b688d1-055b-4e65-9451-59450fcc8b8f,6e2684b5-dd18-4549-8440-7276b577d2b5,4e1eac84-9899-45ce-81cb-0c58e6835257,,Login issue,Issue description: report wrong. Need assistance with this matter.,resolved,high,general,,2026-07-17T05:04:41.176229,2026-05-16T17:05:10.176235,2025-10-18T13:59:49.176240,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
6c95ee8d-cf6c-4375-80c3-11c9a0313a7c,6e2684b5-dd18-4549-8440-7276b577d2b5,8d943ce6-c84e-4612-9725-f19e3d900fa9,,Bug report,Issue description: bug report. Need assistance with this matter.,resolved,high,feature_request,13f891f6-02c5-48a2-bb4f-65f664be06a0,2026-07-03T12:41:25.176259,2026-07-08T16:54:43.176265,2026-04-04T16:57:27.176270,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
58280d1c-c919-48a5-a675-daaf4fac3c51,6e2684b5-dd18-4549-8440-7276b577d2b5,6857deb0-efd6-4047-bc82-1824bb413631,,Missing data,Issue description: login issue. Need assistance with this matter.,resolved,urgent,bug,7223e10a-b124-4a7f-a342-f0f59020ba2f,2026-02-28T12:12:16.176285,2026-05-02T00:59:44.176290,2025-09-28T00:43:20.176295,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
b88f597e-a479-45b5-9eda-4395bdf29bbc,6e2684b5-dd18-4549-8440-7276b577d2b5,,,Sync failure,Issue description: bug report. Need assistance with this matter.,closed,medium,billing,,2026-07-06T18:32:08.176313,2026-05-02T08:37:00.176319,2026-06-28T19:05:29.176324,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
b99f7011-78e9-46bd-a430-dce8206f939f,6e2684b5-dd18-4549-8440-7276b577d2b5,c726daf5-1829-45a1-9de7-3e6c213c9626,,Bug report,Issue description: payment failed. Need assistance with this matter.,open,medium,feature_request,,,,2026-02-25T04:31:51.176339,63c904bb-37e1-42e9-b828-03d273915302
8c5e4d67-e9c7-4e29-a603-4c8c1294b075,6e2684b5-dd18-4549-8440-7276b577d2b5,,,Feature request,Issue description: billing question. Need assistance with this matter.,in_progress,high,bug,f26bd177-029d-4863-993c-dfebe5004897,2026-03-15T23:18:32.176354,,2025-10-16T19:30:57.176360,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
643d2db7-e9a1-482a-bfba-2af9c4acb8c4,6e2684b5-dd18-4549-8440-7276b577d2b5,8f1484fa-76f5-4346-b40f-e280afaa3e12,bfd3a28b-28ab-496c-a86c-c6c733c446d6,Upgrade inquiry,Issue description: payment failed. Need assistance with this matter.,resolved,medium,billing,,2026-03-31T23:04:45.176376,2026-06-26T03:08:10.176381,2026-01-20T12:51:42.176386,7223e10a-b124-4a7f-a342-f0f59020ba2f
2e1143fb-24be-4744-b0c5-5370a8c933d0,6e2684b5-dd18-4549-8440-7276b577d2b5,52a0fc89-c990-4488-869a-0857e1fca99e,e406f5f5-ab6d-41f0-b7ed-2dba5500dc21,Payment failed,Issue description: report wrong. Need assistance with this matter.,closed,high,technical,8b51f21b-0da9-4139-8f04-0ef4187ce705,2026-03-08T05:49:45.176402,2026-05-01T15:31:23.176408,2025-09-08T08:44:11.176413,63c904bb-37e1-42e9-b828-03d273915302
5df411fd-43e5-4360-9a00-6337acfa6533,6e2684b5-dd18-4549-8440-7276b577d2b5,,178fc3ac-7214-49d0-af05-809848900cdc,Permission denied,Issue description: payment failed. Need assistance with this matter.,in_progress,medium,bug,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,2026-03-30T03:19:49.176428,,2026-07-01T13:55:12.176434,7675c849-0f1f-4fa3-923c-f392ea4a2f35
f020f36f-d455-41c6-96b0-d0ad6880737a,6e2684b5-dd18-4549-8440-7276b577d2b5,be0745e6-6565-48af-bfb2-db277027d9ee,f98d4b47-761c-47b0-b962-fa7f8e102ad0,Account access,Issue description: account access. Need assistance with this matter.,in_progress,urgent,billing,,2026-05-03T00:50:18.176458,,2026-06-17T13:21:19.176464,13f891f6-02c5-48a2-bb4f-65f664be06a0
4e5b922d-33fe-4587-87d2-4533739638af,6e2684b5-dd18-4549-8440-7276b577d2b5,,,Cancellation request,Issue description: api error. Need assistance with this matter.,in_progress,urgent,billing,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,2026-03-22T19:30:36.176478,,2026-04-27T20:11:44.176484,71030eb2-1621-4863-8e2d-b6184abb7f32
0987aecf-85f8-4b9c-a801-51835703b342,6e2684b5-dd18-4549-8440-7276b577d2b5,60224556-e283-4d41-a791-b2a9c587b5a2,,Dashboard slow,Issue description: dashboard slow. Need assistance with this matter.,in_progress,urgent,bug,d53e375b-e751-4c1c-9dd2-2c198336f144,2026-06-24T02:52:29.176499,,2026-05-28T02:55:10.176505,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
5ec3044a-b18e-4fcf-ac39-b60e18170672,6e2684b5-dd18-4549-8440-7276b577d2b5,2edd2b5c-e906-41d1-b6dc-f4d91441fe0c,,Account access,Issue description: permission denied. Need assistance with this matter.,closed,urgent,feature_request,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,2026-06-10T22:47:30.176520,2026-07-12T19:51:09.176526,2025-08-11T13:29:20.176531,d53e375b-e751-4c1c-9dd2-2c198336f144
b813239d-e0c9-4de3-84ff-a8c585586348,6e2684b5-dd18-4549-8440-7276b577d2b5,,9c92fd72-ba5b-4015-910c-0f20f78c0ce1,Login issue,Issue description: payment failed. Need assistance with this matter.,in_progress,low,technical,13f891f6-02c5-48a2-bb4f-65f664be06a0,2026-07-12T12:37:11.176549,,2026-01-11T17:53:46.176555,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
63fe5dde-1ed8-41c5-9c2b-7bc1b6c94863,6e2684b5-dd18-4549-8440-7276b577d2b5,,,Account access,Issue description: sync failure. Need assistance with this matter.,open,medium,general,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,,,2025-09-21T21:02:30.176572,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
b366378b-0c6e-45e4-a53a-47bfed0e017f,6e2684b5-dd18-4549-8440-7276b577d2b5,15292499-a9b1-467f-8c62-3ecd813fae72,6a505888-9ce9-42a9-86a2-413b37e0de7d,Upgrade inquiry,Issue description: permission denied. Need assistance with this matter.,open,urgent,bug,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,,,2025-10-18T16:17:17.176589,7675c849-0f1f-4fa3-923c-f392ea4a2f35
fae7fc9a-127f-4eed-823d-65ac7a3ec205,6e2684b5-dd18-4549-8440-7276b577d2b5,,,Account access,Issue description: report wrong. Need assistance with this matter.,closed,urgent,bug,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,2026-05-23T19:06:18.176603,2026-06-27T13:59:20.176609,2025-09-08T15:00:09.176614,13f891f6-02c5-48a2-bb4f-65f664be06a0
a00cd8d2-facb-416f-a0b7-7698398d8279,6e2684b5-dd18-4549-8440-7276b577d2b5,38a1d7da-3a9e-4f07-928a-eff2000a7133,,Upgrade inquiry,Issue description: api error. Need assistance with this matter.,closed,high,general,,2026-04-27T21:17:40.176628,2026-05-10T18:06:31.176634,2025-10-30T14:20:52.176639,63c904bb-37e1-42e9-b828-03d273915302
31ef6418-8306-4059-a4aa-c2a4131e9fb2,6e2684b5-dd18-4549-8440-7276b577d2b5,,,API error,Issue description: permission denied. Need assistance with this matter.,in_progress,high,general,,2026-07-15T22:19:42.176652,,2026-05-31T14:48:10.176658,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
df69c17f-ad0d-4b16-89cc-961265b13f69,6e2684b5-dd18-4549-8440-7276b577d2b5,ae7890af-041a-46ef-b51d-5fec55b5e0ff,d629e687-d5c8-419b-a20b-46b31bf6a45e,Cancellation request,Issue description: sync failure. Need assistance with this matter.,open,low,technical,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,,,2026-06-12T00:35:03.176674,f26bd177-029d-4863-993c-dfebe5004897
039ad737-afaa-469a-a058-1d45d9098848,6e2684b5-dd18-4549-8440-7276b577d2b5,42442d75-fd2f-4a25-905e-11f6b4c70805,,Feature request,Issue description: feature request. Need assistance with this matter.,in_progress,high,general,,2026-06-29T03:45:29.176692,,2026-05-12T22:21:31.176698,13f891f6-02c5-48a2-bb4f-65f664be06a0
6dc24239-9172-4b84-b0f7-c6aabb9679d6,6e2684b5-dd18-4549-8440-7276b577d2b5,,,Dashboard slow,Issue description: permission denied. Need assistance with this matter.,closed,high,bug,876017f1-7629-48e0-9ce9-20b44276c7d6,2026-07-04T07:49:40.176712,2026-07-18T13:04:58.176718,2026-03-18T14:40:22.176723,7675c849-0f1f-4fa3-923c-f392ea4a2f35
bb97e366-516c-491d-bdb4-59e1c39d3e8b,6e2684b5-dd18-4549-8440-7276b577d2b5,3f53358a-f840-4a47-94a9-8da360fd0e41,,Bug report,Issue description: dashboard slow. Need assistance with this matter.,closed,high,technical,7675c849-0f1f-4fa3-923c-f392ea4a2f35,2026-04-05T00:01:03.176738,2026-08-03T08:04:08.176744,2026-05-02T21:38:38.176749,d53e375b-e751-4c1c-9dd2-2c198336f144
33127718-5e80-4f0d-8d10-fae959507237,6e2684b5-dd18-4549-8440-7276b577d2b5,f47410e4-12cb-4270-ab80-05bc6b2a8e6e,d3c55619-3bc3-49f3-9460-10da085f7527,Dashboard slow,Issue description: sync failure. Need assistance with this matter.,in_progress,low,technical,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,2026-07-29T10:06:05.176768,,2026-06-26T09:44:12.176775,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
3b73c475-60be-4b0a-8422-ed8fb4116043,6e2684b5-dd18-4549-8440-7276b577d2b5,,,Data export,Issue description: duplicate records. Need assistance with this matter.,in_progress,urgent,bug,13f891f6-02c5-48a2-bb4f-65f664be06a0,2026-07-06T01:14:55.176788,,2025-09-21T05:12:39.176794,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
7c84fef4-069b-44a0-be49-c67ab9f57340,6e2684b5-dd18-4549-8440-7276b577d2b5,,,Duplicate records,Issue description: missing data. Need assistance with this matter.,resolved,medium,technical,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,2026-07-05T18:25:57.176807,2026-06-28T05:33:12.176813,2025-08-29T00:30:18.176818,7675c849-0f1f-4fa3-923c-f392ea4a2f35
b8dbba94-a2ea-4f31-9de1-af01319c1811,6e2684b5-dd18-4549-8440-7276b577d2b5,1f87cafa-8aac-45f7-a5a5-04521dfd0340,,Billing question,Issue description: bug report. Need assistance with this matter.,closed,low,general,13f891f6-02c5-48a2-bb4f-65f664be06a0,2026-05-28T15:49:48.176833,2026-06-19T16:19:38.176838,2026-07-29T02:38:44.176843,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
c393cc2c-6120-43d3-bb5b-51dfc83be60d,6e2684b5-dd18-4549-8440-7276b577d2b5,,,Login issue,Issue description: cancellation request. Need assistance with this matter.,open,high,technical,,,,2026-05-09T22:16:36.176857,71030eb2-1621-4863-8e2d-b6184abb7f32
f941cbef-5450-4d56-a991-ed654982ee8b,6e2684b5-dd18-4549-8440-7276b577d2b5,,,Missing data,Issue description: security concern. Need assistance with this matter.,open,low,general,,,,2025-08-22T22:47:30.176870,d53e375b-e751-4c1c-9dd2-2c198336f144
d7ffa3b0-5d23-4293-95f8-89af898744a3,6e2684b5-dd18-4549-8440-7276b577d2b5,c555293d-241a-4e26-ac58-4055ee248814,,Security concern,Issue description: feature request. Need assistance with this matter.,resolved,urgent,feature_request,7223e10a-b124-4a7f-a342-f0f59020ba2f,2026-06-07T19:10:06.176885,2026-08-05T20:24:41.176891,2025-08-14T04:13:05.176896,63c904bb-37e1-42e9-b828-03d273915302
5d54e290-bee4-417d-b708-76f9c2689e36,6e2684b5-dd18-4549-8440-7276b577d2b5,fd279bad-f07e-4ae1-9cca-522a7c537400,,Performance issue,Issue description: billing question. Need assistance with this matter.,closed,medium,technical,8b51f21b-0da9-4139-8f04-0ef4187ce705,2026-05-17T10:39:22.176910,2026-06-05T17:04:20.176916,2025-08-27T08:04:05.176921,f26bd177-029d-4863-993c-dfebe5004897
153a6f7c-d05e-4991-82c0-00542543218f,6e2684b5-dd18-4549-8440-7276b577d2b5,06328169-8a47-4ce2-9f33-9f5bcdb836e4,,Bug report,Issue description: billing question. Need assistance with this matter.,in_progress,urgent,technical,d53e375b-e751-4c1c-9dd2-2c198336f144,2026-03-24T18:03:02.176936,,2026-07-29T02:43:32.176942,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
1bcc4fff-8566-41b1-acc8-483727b58c7a,6e2684b5-dd18-4549-8440-7276b577d2b5,,,Performance issue,Issue description: duplicate records. Need assistance with this matter.,closed,urgent,feature_request,,2026-02-21T23:35:33.176955,2026-06-28T07:14:55.176961,2026-08-04T04:06:20.176966,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
81023a0a-77a9-4e92-bb7d-702d23bfbf65,6e2684b5-dd18-4549-8440-7276b577d2b5,06328169-8a47-4ce2-9f33-9f5bcdb836e4,5db97467-f830-498d-8186-96ee4716ca76,Duplicate records,Issue description: sync failure. Need assistance with this matter.,closed,high,bug,,2026-04-15T10:26:52.176987,2026-05-18T08:14:37.176993,2026-04-14T21:05:52.176998,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
d8922d58-c9de-4fd9-92dc-b90d336eb39d,6e2684b5-dd18-4549-8440-7276b577d2b5,,ea0f9ef8-baf3-4e9d-b070-f68292801da0,Account access,Issue description: feature request. Need assistance with this matter.,open,high,feature_request,,,,2025-09-04T09:37:30.177016,876017f1-7629-48e0-9ce9-20b44276c7d6
b42e2420-6821-40a3-8e73-7d049465ce80,6e2684b5-dd18-4549-8440-7276b577d2b5,8ac6c2b2-bc10-4a18-93de-ade8007fc216,,Account access,Issue description: data export. Need assistance with this matter.,resolved,high,billing,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,2026-07-02T15:43:50.177032,2026-05-05T02:02:55.177038,2025-09-16T15:52:53.177043,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
6a9bbd1c-c39e-4bd4-b91f-0a6e9691a41d,6e2684b5-dd18-4549-8440-7276b577d2b5,8c13d3fd-498e-4e8b-8d14-69fc2c0b7c4f,,Account access,Issue description: missing data. Need assistance with this matter.,in_progress,low,billing,eb9f903e-4cd4-462b-9c0c-0720da83cfc0,2026-05-12T17:29:57.177057,,2026-07-02T01:39:00.177063,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
4f981e6f-de06-4ae7-b8ab-9b5e19792930,6e2684b5-dd18-4549-8440-7276b577d2b5,52075426-737f-4d74-beef-7253515ba53f,,Payment failed,Issue description: account access. Need assistance with this matter.,resolved,urgent,general,71030eb2-1621-4863-8e2d-b6184abb7f32,2026-07-26T09:30:14.177078,2026-07-14T17:29:04.177083,2026-04-08T03:23:14.177088,d53e375b-e751-4c1c-9dd2-2c198336f144
f5f00796-8260-4c35-a271-7a4e05569ab5,6e2684b5-dd18-4549-8440-7276b577d2b5,868f5d86-3ff3-423b-a4be-6aa42393da62,,Login issue,Issue description: report wrong. Need assistance with this matter.,in_progress,high,billing,,2026-04-26T10:51:45.177103,,2026-05-11T07:23:04.177108,71030eb2-1621-4863-8e2d-b6184abb7f32
a2b4eef4-8646-44d0-b68d-8e141ee9658c,6e2684b5-dd18-4549-8440-7276b577d2b5,0cf2142c-98fe-44e6-8a13-e058c5974e36,7a935d81-463a-4943-9ad7-3b0b31c8c3a9,Feature request,Issue description: account access. Need assistance with this matter.,open,medium,bug,,,,2026-05-22T06:08:44.177124,f26bd177-029d-4863-993c-dfebe5004897
