id,tenant_id,user_id,role_slug,status,invited_at,joined_at,last_seen_at,created_at
cf332272-0dfa-4c52-8a1a-8a012a59d5f8,7319bb38-0e1a-42a0-a1a3-c170af371232,96bb061b-9355-4d14-bab8-c5b59a63ac2a,member,active,2025-04-08T14:43:29.923130,2025-04-08T14:43:29.923130,2026-07-09T05:50:55.925309,2025-04-08T14:43:29.923130
434f7b95-0c86-431e-97af-f4c7dc976cb3,7319bb38-0e1a-42a0-a1a3-c170af371232,8ae3dae5-38cd-4160-84ef-5c590af0066c,manager,active,2025-04-17T00:58:17.923167,2025-04-17T00:58:17.923167,2026-07-27T15:40:53.925320,2025-04-17T00:58:17.923167
7181eeb9-dc40-4d13-a379-4a7810f0de70,7319bb38-0e1a-42a0-a1a3-c170af371232,0d1a00d8-532c-48b5-a0d5-e8f37068b7e8,member,active,2026-07-25T14:49:32.923205,2026-07-25T14:49:32.923205,2026-07-18T03:24:01.925336,2026-07-25T14:49:32.923205
7bbf79dd-39ed-49c9-ae78-70db4185e134,7319bb38-0e1a-42a0-a1a3-c170af371232,fd2fd60f-404e-41a6-95e7-9a06e7913261,manager,active,2026-05-19T14:49:06.923242,2026-05-19T14:49:06.923242,2026-07-21T00:40:36.925350,2026-05-19T14:49:06.923242
d5ec46d6-6023-4e4e-9be5-09550241e44b,7319bb38-0e1a-42a0-a1a3-c170af371232,38b1938d-3cd4-479f-8f9c-d5fc4c1dd8fd,member,active,2025-11-03T08:07:46.923286,2025-11-03T08:07:46.923286,2026-08-01T08:43:01.925362,2025-11-03T08:07:46.923286
79475860-4093-4c13-8018-394aa1914b87,7319bb38-0e1a-42a0-a1a3-c170af371232,eaf0989b-5b56-4b72-9a32-2711e9c394ff,member,active,2026-07-31T03:35:30.923335,2026-07-31T03:35:30.923335,2026-08-04T20:56:28.925373,2026-07-31T03:35:30.923335
7bead365-1f93-4e82-81d0-4b8180417191,7319bb38-0e1a-42a0-a1a3-c170af371232,5b11e466-caa2-4b0d-ad40-becd33c6cbc2,manager,active,2025-11-10T13:33:55.923380,2025-11-10T13:33:55.923380,2026-07-22T23:24:05.925383,2025-11-10T13:33:55.923380
047d0cab-889d-43cd-9612-a36dbcae94e5,7319bb38-0e1a-42a0-a1a3-c170af371232,a3b11eec-7159-4649-ad03-75eeb3c9b04f,member,active,2025-03-29T06:40:02.923423,2025-03-29T06:40:02.923423,2026-07-25T19:53:07.925394,2025-03-29T06:40:02.923423
83352eda-6591-4bc1-b354-6d3cc4e78f64,7319bb38-0e1a-42a0-a1a3-c170af371232,968afaab-9fc3-43d8-aea9-de1b0845fb8c,manager,active,2026-05-03T23:23:34.923467,2026-05-03T23:23:34.923467,2026-07-13T12:00:05.925408,2026-05-03T23:23:34.923467
bd441f9e-13da-4df5-8b9c-31ccab7a67b2,7319bb38-0e1a-42a0-a1a3-c170af371232,af8ae744-eaf6-49a6-9c7f-4f4aa9e503ee,member,active,2025-07-06T18:57:18.923522,2025-07-06T18:57:18.923522,2026-07-25T11:48:38.925419,2025-07-06T18:57:18.923522
ce68ffa4-b085-4437-95d1-bfdde1fe261a,7319bb38-0e1a-42a0-a1a3-c170af371232,638bfc6a-5a8b-4bf8-9f66-0c0d0744f19a,member,active,2026-03-29T01:54:16.923579,2026-03-29T01:54:16.923579,2026-07-03T14:53:29.925430,2026-03-29T01:54:16.923579
a0ce30ee-2c8e-461c-96df-650b02886035,7319bb38-0e1a-42a0-a1a3-c170af371232,af8e7df9-9ce7-4499-ab19-610e813af04b,member,active,2025-10-17T13:01:15.923636,2025-10-17T13:01:15.923636,2026-07-31T17:11:13.925441,2025-10-17T13:01:15.923636
f371c9d8-5750-4850-8f02-664d392fd91f,7319bb38-0e1a-42a0-a1a3-c170af371232,ba4c6a8d-6e78-4532-82ad-fccefbf8ab96,member,active,2025-09-21T04:10:06.923667,2025-09-21T04:10:06.923667,2026-07-10T21:20:28.925451,2025-09-21T04:10:06.923667
1cac3994-6a9e-4de3-8133-cfe342ed2c67,7319bb38-0e1a-42a0-a1a3-c170af371232,aabd8828-4992-4138-a82c-82d2ace3e408,admin,active,2026-01-10T04:18:42.923695,2026-01-10T04:18:42.923695,2026-07-09T21:35:41.925462,2026-01-10T04:18:42.923695
2c694398-94b4-45a9-93c0-17552f56f279,2742825a-3e35-4f86-ae5a-aca92762e3ea,b7d19994-038b-4dbe-8e38-5141d55ae804,member,active,2026-07-13T07:31:02.923726,2026-07-13T07:31:02.923726,2026-07-22T06:57:39.925473,2026-07-13T07:31:02.923726
74d1a41f-d68a-45dd-beb6-3c423f23e3d0,2742825a-3e35-4f86-ae5a-aca92762e3ea,1f4e14bd-50ce-450c-ab7d-5e06108ba712,member,active,2025-08-25T16:34:04.923837,2025-08-25T16:34:04.923837,2026-07-07T22:27:22.925483,2025-08-25T16:34:04.923837
96a660f2-21a3-4236-aef3-12d0d6e21765,2742825a-3e35-4f86-ae5a-aca92762e3ea,fc5f1462-0be4-4ddf-81a8-aa82b5148124,member,active,2026-07-09T14:34:03.923881,2026-07-09T14:34:03.923881,2026-07-01T08:33:19.925494,2026-07-09T14:34:03.923881
67a18088-ddda-4f4d-9bd5-aec89c54072f,2742825a-3e35-4f86-ae5a-aca92762e3ea,64557d9f-67a1-4513-b6da-e641464f66bb,member,active,2025-08-03T01:43:01.923910,2025-08-03T01:43:01.923910,2026-07-10T06:01:52.925505,2025-08-03T01:43:01.923910
c85018b7-b594-4e8c-b1be-079af82d8391,2742825a-3e35-4f86-ae5a-aca92762e3ea,a669f01c-9d90-47fe-b1f8-79740e2b0070,member,active,2025-12-31T20:14:11.923938,2025-12-31T20:14:11.923938,2026-07-17T15:38:00.925519,2025-12-31T20:14:11.923938
604cb56b-1430-4de1-a2c3-99f42f975f19,2742825a-3e35-4f86-ae5a-aca92762e3ea,20c3bda5-fea6-4ea8-a48c-7cd0305cde2d,member,active,2025-05-02T13:38:21.923972,2025-05-02T13:38:21.923972,2026-07-27T02:58:00.925530,2025-05-02T13:38:21.923972
1b35ed44-e994-4ea2-908a-939878e917b4,2742825a-3e35-4f86-ae5a-aca92762e3ea,8c0e1935-13b5-4990-a8a3-0be81dad1a78,admin,active,2025-03-02T04:59:22.924000,2025-03-02T04:59:22.924000,2026-07-22T22:44:07.925541,2025-03-02T04:59:22.924000
a2ba86a1-7956-42c2-9dc8-c021be36e240,2742825a-3e35-4f86-ae5a-aca92762e3ea,56bbe842-f0da-4e30-a46c-38025bfb382e,member,active,2026-03-21T12:11:24.924028,2026-03-21T12:11:24.924028,2026-07-22T02:07:40.925552,2026-03-21T12:11:24.924028
ca0da481-3c39-466c-b2ab-c9a03fd4cd75,2742825a-3e35-4f86-ae5a-aca92762e3ea,4a7a2306-6666-4f6b-9b4e-18f69f445d60,member,active,2025-10-18T07:43:31.924059,2025-10-18T07:43:31.924059,2026-08-01T23:00:17.925796,2025-10-18T07:43:31.924059
fc962656-19ad-4499-949f-57d219139dfa,2742825a-3e35-4f86-ae5a-aca92762e3ea,fdbc7119-6732-45ab-9136-cb056076a38a,admin,active,2026-07-06T18:50:38.924088,2026-07-06T18:50:38.924088,2026-07-05T11:51:16.925858,2026-07-06T18:50:38.924088
623b9024-b392-4a5f-bd98-405cb7375b8e,2742825a-3e35-4f86-ae5a-aca92762e3ea,d7b70429-3c34-4940-81f0-2fd516ab47cb,member,active,2026-07-23T20:57:02.924117,2026-07-23T20:57:02.924117,2026-07-19T11:35:22.925874,2026-07-23T20:57:02.924117
2b0fabe7-2008-48d3-bba1-9abb0cc0eea3,2742825a-3e35-4f86-ae5a-aca92762e3ea,a3cb50e2-619e-40b9-82fa-b0ae6c6c06ca,member,active,2025-04-28T08:20:41.924146,2025-04-28T08:20:41.924146,2026-07-06T19:06:26.925889,2025-04-28T08:20:41.924146
afad0570-dfe9-4372-bfe4-800c4ba52286,2742825a-3e35-4f86-ae5a-aca92762e3ea,ae300c2a-88df-4b79-b08f-dabbd0efed46,admin,active,2026-05-28T18:26:41.924178,2026-05-28T18:26:41.924178,2026-07-07T19:27:38.925904,2026-05-28T18:26:41.924178
d77bc2fc-6317-4c28-ad3d-f1ba616904fd,2742825a-3e35-4f86-ae5a-aca92762e3ea,126bc002-0870-4341-a019-6dbae3d39a09,admin,active,2025-02-11T16:06:50.924209,2025-02-11T16:06:50.924209,2026-07-20T04:21:39.925918,2025-02-11T16:06:50.924209
a9d5985f-44e9-4583-8ade-28b0f6c1b2c1,2742825a-3e35-4f86-ae5a-aca92762e3ea,c74050eb-0b79-4cba-8d19-adf0d3e0b9db,admin,active,2025-09-17T13:14:39.924237,2025-09-17T13:14:39.924237,2026-07-21T05:21:00.925930,2025-09-17T13:14:39.924237
66f6740d-4fc0-453d-832b-850badbe4e09,fa6b3223-0c9a-40e9-b075-9220ef58763e,73a569a6-1e94-43c5-ab7e-31c0c0b2a6fb,manager,active,2026-08-05T04:17:19.924269,2026-08-05T04:17:19.924269,2026-07-23T16:57:16.925942,2026-08-05T04:17:19.924269
a9a5423f-c5e5-467c-bedd-259bc791d069,fa6b3223-0c9a-40e9-b075-9220ef58763e,c5b0aadb-faf1-42c1-9dd1-d8c4c6bf6834,member,active,2025-03-28T12:46:44.924296,2025-03-28T12:46:44.924296,2026-07-10T12:11:52.925953,2025-03-28T12:46:44.924296
179b5f4b-8500-4ed3-8a3d-618c2cdb0879,fa6b3223-0c9a-40e9-b075-9220ef58763e,02aa60b8-30fa-45cc-90ce-706799bfffeb,member,active,2025-10-21T06:17:20.924324,2025-10-21T06:17:20.924324,2026-07-27T23:54:42.925971,2025-10-21T06:17:20.924324
1908872c-0526-4767-90f0-19972b39ce62,fa6b3223-0c9a-40e9-b075-9220ef58763e,c7ad0281-d620-4eef-92e6-7a52117c0a8e,member,active,2025-03-18T04:26:12.924351,2025-03-18T04:26:12.924351,2026-07-12T09:29:45.925983,2025-03-18T04:26:12.924351
01ad3bce-071d-4457-9d40-3d78f803473f,fa6b3223-0c9a-40e9-b075-9220ef58763e,056273a6-60a0-4f5f-96b3-0a1f9b494aa8,admin,active,2026-05-27T12:38:11.924379,2026-05-27T12:38:11.924379,2026-07-07T01:29:52.925996,2026-05-27T12:38:11.924379
a2d926a5-505d-41f1-8973-be473dbdedae,fa6b3223-0c9a-40e9-b075-9220ef58763e,d3f2a2a5-f425-4786-ac66-99c3ddb5fe75,member,active,2025-05-27T00:22:34.924406,2025-05-27T00:22:34.924406,2026-07-16T21:25:35.926008,2025-05-27T00:22:34.924406
4d401875-51c7-4163-8978-5f4ad8e78f59,fa6b3223-0c9a-40e9-b075-9220ef58763e,3a7a726c-307e-4e71-8d43-f4ec0d020101,member,active,2025-10-11T07:01:01.924433,2025-10-11T07:01:01.924433,2026-07-10T11:45:38.926019,2025-10-11T07:01:01.924433
a8b28046-32c3-43fc-a60d-385891587d12,fa6b3223-0c9a-40e9-b075-9220ef58763e,4f5c97d1-2a5a-4459-bb2c-75d59167674a,member,active,2026-02-19T05:49:03.924460,2026-02-19T05:49:03.924460,2026-07-17T20:02:21.926030,2026-02-19T05:49:03.924460
fb1dc8db-21a6-4f15-bc69-177121993354,fa6b3223-0c9a-40e9-b075-9220ef58763e,77216429-0c61-4206-8455-fea64c0b6917,manager,active,2025-07-11T19:09:45.924487,2025-07-11T19:09:45.924487,2026-07-01T20:14:46.926043,2025-07-11T19:09:45.924487
00cda7de-a439-422e-a589-5309c6a7a3a1,fa6b3223-0c9a-40e9-b075-9220ef58763e,70a1a11d-5ed0-4a43-ae45-a3d2f63e8213,manager,active,2025-11-06T15:02:30.924514,2025-11-06T15:02:30.924514,2026-08-04T09:03:31.926055,2025-11-06T15:02:30.924514
601681f4-4973-4346-889b-deb8fdd3e372,fa6b3223-0c9a-40e9-b075-9220ef58763e,793561a3-4c41-4b4b-9ec6-6527903d3e02,admin,active,2026-06-26T15:08:25.924546,2026-06-26T15:08:25.924546,2026-07-29T15:53:18.926067,2026-06-26T15:08:25.924546
bd8dd2a3-f08d-4854-930e-bd4a765a35df,fa6b3223-0c9a-40e9-b075-9220ef58763e,40fd4c0b-aaa5-4aad-9d10-5269ef1b800f,member,active,2025-02-15T22:07:00.924573,2025-02-15T22:07:00.924573,2026-07-21T02:34:11.926078,2025-02-15T22:07:00.924573
5bad6615-e194-4d26-9882-21469392692c,fa6b3223-0c9a-40e9-b075-9220ef58763e,e6daabab-f289-47f2-91c8-de431d5400de,member,active,2026-06-22T19:37:28.924603,2026-06-22T19:37:28.924603,2026-07-17T19:56:23.926100,2026-06-22T19:37:28.924603
7f565da8-12a6-412a-bf29-5c0e7df99546,fa6b3223-0c9a-40e9-b075-9220ef58763e,b0e0e9fd-ef8b-47d5-b426-0e52c2535506,manager,active,2026-08-02T15:49:21.924637,2026-08-02T15:49:21.924637,2026-07-13T17:18:47.926111,2026-08-02T15:49:21.924637
fa2ae916-26e3-4c1d-a5b1-9ca43ad63b5a,fa6b3223-0c9a-40e9-b075-9220ef58763e,e4a0f782-d61b-4052-849d-5679c682e6e0,member,active,2025-08-21T14:47:44.924664,2025-08-21T14:47:44.924664,2026-07-07T11:56:36.926123,2025-08-21T14:47:44.924664
3d16334e-aef1-4b8e-b75f-7120c5a83db6,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,e52849ba-01bf-4e30-a6ad-e02749ff23a9,member,active,2025-11-21T06:58:01.924692,2025-11-21T06:58:01.924692,2026-08-06T16:22:34.926134,2025-11-21T06:58:01.924692
f797a6c7-163a-4cc4-a7fe-1250a94b364e,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,7d137f66-8604-40bf-ba81-6af4667de5ac,member,active,2025-04-01T23:27:14.924719,2025-04-01T23:27:14.924719,2026-07-19T14:03:21.926145,2025-04-01T23:27:14.924719
6598f535-debd-41cc-9e45-78a6673a12ce,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,1773f9d2-3516-4ff5-9acc-3b6a7b2ce872,admin,active,2025-08-12T05:10:39.924750,2025-08-12T05:10:39.924750,2026-07-26T13:18:01.926161,2025-08-12T05:10:39.924750
7120e40f-549f-45d4-ad32-465c903899b8,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,ded2cebc-b69e-4191-9d44-4929e9d428d1,admin,active,2025-07-07T23:47:57.924781,2025-07-07T23:47:57.924781,2026-08-06T05:05:33.926179,2025-07-07T23:47:57.924781
e70836e1-9550-45f9-9da7-8773adcaff84,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,46cb662a-e863-4194-99df-ab55ff22701c,member,active,2026-03-01T19:42:34.924808,2026-03-01T19:42:34.924808,2026-08-01T13:43:37.926191,2026-03-01T19:42:34.924808
dbd25715-5dca-4818-8d78-8feaaa5ab83c,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,34cd9ae9-7de1-4193-9109-53462c16ece9,admin,active,2025-09-06T02:04:52.924847,2025-09-06T02:04:52.924847,2026-07-23T11:16:50.926206,2025-09-06T02:04:52.924847
722ef040-ab9d-4f33-97f6-e03222cc5554,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,e16f7e8e-9f87-481c-a95f-799224a1dd30,member,active,2026-05-13T00:55:37.924874,2026-05-13T00:55:37.924874,2026-07-14T01:54:46.926218,2026-05-13T00:55:37.924874
5dc2a1a5-bae1-4ad0-a901-e0b71348af3a,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,0002ada9-8f33-49a6-b9b4-7aa4a8a79084,manager,active,2025-10-02T12:56:20.924902,2025-10-02T12:56:20.924902,2026-07-10T02:10:50.926228,2025-10-02T12:56:20.924902
b36f151a-6012-4e37-8d4e-1411cfc65950,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,02fc8d0f-48ca-4ab5-95da-9f2f51d44e5b,admin,active,2025-06-30T05:54:24.924929,2025-06-30T05:54:24.924929,2026-07-03T14:33:17.926240,2025-06-30T05:54:24.924929
a506c403-43a9-441d-8ce0-4bb5168998d3,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,ece82b98-28d8-4c7e-94ba-1bb820731ba5,member,active,2025-12-13T17:57:42.924955,2025-12-13T17:57:42.924955,2026-07-04T00:24:30.926251,2025-12-13T17:57:42.924955
aa58d97a-2666-4bf8-8ae8-fef88dfe5cff,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,a120de43-c4d0-46d0-8c1a-3b6044216650,manager,active,2025-10-19T04:14:55.924981,2025-10-19T04:14:55.924981,2026-07-09T06:35:18.926262,2025-10-19T04:14:55.924981
d54afbd5-e26f-4aa3-a808-f4ba85603f32,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,de2d46fb-a956-4b96-bc60-115ccf0715a6,manager,active,2026-06-01T22:12:06.925008,2026-06-01T22:12:06.925008,2026-07-21T18:26:05.926272,2026-06-01T22:12:06.925008
84b7a28c-4f10-41c4-99a7-e29ec265f6a7,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,b76f0d06-487f-4c14-97a4-859d3404b661,admin,active,2026-01-27T18:10:28.925035,2026-01-27T18:10:28.925035,2026-07-13T08:07:07.926283,2026-01-27T18:10:28.925035
0242c317-45af-47e8-a29e-82bd7f1fd49a,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,bebdbef1-3be2-4351-a13f-43e46af2a5a2,member,active,2025-03-14T19:51:59.925062,2025-03-14T19:51:59.925062,2026-07-24T22:38:04.926294,2025-03-14T19:51:59.925062
f65110a9-a4a0-4f56-bb65-b0b3ca30a6e2,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,8c00e028-41da-4e2c-91bf-e06c6f74595b,member,active,2026-05-24T18:21:10.925088,2026-05-24T18:21:10.925088,2026-07-18T09:17:52.926307,2026-05-24T18:21:10.925088
