id,tenant_id,contact_id,company_id,pipeline_id,stage_id,stage_entered_at,title,amount,close_date,assigned_to,created_at,created_by
a18c77ba-3a3f-4a0b-9c8a-0d5bb2f2259b,6e2684b5-dd18-4549-8440-7276b577d2b5,d31aed22-2c12-4802-880a-1f5fd4c0d64a,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,f6af3622-a08b-4544-a16d-18d42ff4a4e1,2026-05-19T06:34:33.706619,Starter Deal - Onyx Data,24123.87,2026-09-27T02:42:51.706635,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,2026-03-28T03:25:46.706619,7223e10a-b124-4a7f-a342-f0f59020ba2f
e3fe7b7d-763d-4fb6-8dc7-6690ddd7a52b,6e2684b5-dd18-4549-8440-7276b577d2b5,,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,b4be3c8c-9e4c-4fd9-8ec0-c38105a72eeb,2026-04-28T11:45:25.706652,Enterprise Deal - Sterling Finance,113987.37,2026-05-16T08:11:29.706668,7223e10a-b124-4a7f-a342-f0f59020ba2f,2026-02-20T12:29:36.706652,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
f643abd7-4eff-4998-adc0-757c95bbc42f,6e2684b5-dd18-4549-8440-7276b577d2b5,,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,fa64e2f3-9838-41be-851f-5088b4e907f3,2026-07-29T14:21:57.706677,Premium Deal - Summit Analytics,121836.03,2026-05-29T02:07:59.706698,8b51f21b-0da9-4139-8f04-0ef4187ce705,2026-01-08T22:49:30.706677,13f891f6-02c5-48a2-bb4f-65f664be06a0
61113200-9450-4f6f-8f23-9c1471d694ad,6e2684b5-dd18-4549-8440-7276b577d2b5,bf8daf3c-0e0d-4f01-bd89-9e73d62374ec,5a663f0f-b091-43c7-b631-870432730af0,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,3b0450ca-ca27-4031-9d06-d861b7c72f4d,2026-07-25T19:41:03.706713,Starter Deal - Bronze Gate,239801.26,2026-10-03T00:02:33.706729,71030eb2-1621-4863-8e2d-b6184abb7f32,2026-06-07T18:10:55.706713,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
e15a7cf0-0c4f-4b5e-aa7f-592e16f8d2b4,6e2684b5-dd18-4549-8440-7276b577d2b5,,6f3b0c3b-38b4-4a33-afff-766d95cc215c,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,29da3373-4821-4016-9b03-949711a94d0e,2026-07-23T15:56:45.706740,Custom Deal - EverGreen Solutions,50654.42,2026-11-18T22:37:01.706755,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,2026-07-15T02:34:43.706740,13f891f6-02c5-48a2-bb4f-65f664be06a0
3d923f68-e97d-439f-bf28-bd3ac7878857,6e2684b5-dd18-4549-8440-7276b577d2b5,9a98f1b8-72af-48cb-b516-a3b457478a32,34482421-116b-466c-9b36-d3a69b03d6c7,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,fa64e2f3-9838-41be-851f-5088b4e907f3,2026-05-19T01:42:38.706766,Starter Deal - Jade Consulting,342977.32,2026-06-02T15:22:53.706782,f26bd177-029d-4863-993c-dfebe5004897,2025-12-22T14:54:55.706766,13f891f6-02c5-48a2-bb4f-65f664be06a0
21f98508-e4f2-461b-b91b-7f58c6531cb0,6e2684b5-dd18-4549-8440-7276b577d2b5,16817e9b-97ec-48f3-bfef-38545cc6acd2,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,f6af3622-a08b-4544-a16d-18d42ff4a4e1,2026-08-01T13:12:12.706792,Custom Deal - Zenith Partners,127365.35,2026-11-02T15:30:43.706808,7223e10a-b124-4a7f-a342-f0f59020ba2f,2026-02-20T17:08:08.706792,f26bd177-029d-4863-993c-dfebe5004897
2cc269a9-af35-4411-973a-8d1b193951f3,6e2684b5-dd18-4549-8440-7276b577d2b5,bff94ae4-4756-45dd-b692-3b521e6fd27b,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,29da3373-4821-4016-9b03-949711a94d0e,2026-03-14T06:33:15.706819,Enterprise Deal - DataFlow Systems,89770.9,2026-10-15T09:41:07.706836,876017f1-7629-48e0-9ce9-20b44276c7d6,2026-02-17T06:29:42.706819,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
1042ac2e-79e6-4e58-ab10-f89bc1dbca13,6e2684b5-dd18-4549-8440-7276b577d2b5,,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,3b0450ca-ca27-4031-9d06-d861b7c72f4d,2026-04-15T20:56:45.706845,Premium Deal - Bronze Gate,319643.12,2026-09-18T19:01:50.706861,876017f1-7629-48e0-9ce9-20b44276c7d6,2025-12-09T16:42:02.706845,f26bd177-029d-4863-993c-dfebe5004897
2646be39-d952-4e6b-94cd-c0dbcd506e17,6e2684b5-dd18-4549-8440-7276b577d2b5,2d0b7ec4-662a-405c-a07d-60362e0b7183,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,b4be3c8c-9e4c-4fd9-8ec0-c38105a72eeb,2025-12-29T00:11:06.706880,Custom Deal - Summit Analytics,383194.15,2026-07-06T23:42:41.706897,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,2025-08-20T02:12:49.706880,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
1a6589b5-6096-4f04-b49a-1f8cd1bf495c,6e2684b5-dd18-4549-8440-7276b577d2b5,038593a2-4979-4af5-ad2c-dd92cec8c11d,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,29da3373-4821-4016-9b03-949711a94d0e,2026-04-10T19:00:52.706907,Starter Deal - Diamond Edge,272380.75,2026-10-25T09:00:46.706922,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,2026-02-18T22:51:27.706907,71030eb2-1621-4863-8e2d-b6184abb7f32
310951ff-ad57-45ea-a3aa-c29d30c7a070,6e2684b5-dd18-4549-8440-7276b577d2b5,8ea8b7d1-6eeb-4309-95bb-9f2088e57378,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,f6af3622-a08b-4544-a16d-18d42ff4a4e1,2025-10-02T09:16:19.706932,Premium Deal - IronClad Security,135138.38,2026-11-08T05:39:09.706948,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,2025-09-06T05:07:16.706932,13f891f6-02c5-48a2-bb4f-65f664be06a0
6ca0e6f9-5429-4461-95a0-004fd841833d,6e2684b5-dd18-4549-8440-7276b577d2b5,,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,3b0450ca-ca27-4031-9d06-d861b7c72f4d,2026-04-16T04:40:46.706957,Starter Deal - SilverLine Corp,81888.19,2026-11-24T03:10:43.706973,876017f1-7629-48e0-9ce9-20b44276c7d6,2026-03-21T22:09:17.706957,63c904bb-37e1-42e9-b828-03d273915302
e9f22948-23aa-4610-980c-acf5e72a102c,6e2684b5-dd18-4549-8440-7276b577d2b5,,b20927d7-c6e6-4e68-843c-32f7456ac90d,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,de013863-499a-430c-b921-70dec8e7b1df,2026-08-01T04:55:20.706987,Custom Deal - GreenField Capital,258657.64,2026-12-02T04:30:59.707006,63c904bb-37e1-42e9-b828-03d273915302,2026-07-28T03:22:45.706987,9d990953-1d48-4691-9104-88f3d84dc63c
d81f953a-a8ba-48e3-bb19-5f0b40afb809,6e2684b5-dd18-4549-8440-7276b577d2b5,,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,b4be3c8c-9e4c-4fd9-8ec0-c38105a72eeb,2026-03-19T08:56:00.707015,Growth Deal - ClearView Corp,51431.23,2026-06-09T06:00:03.707031,7223e10a-b124-4a7f-a342-f0f59020ba2f,2025-11-17T20:11:10.707015,71030eb2-1621-4863-8e2d-b6184abb7f32
e66ad6e8-0aa1-4b28-9737-723600c7e97d,6e2684b5-dd18-4549-8440-7276b577d2b5,26cf0cc9-ffec-458a-bf16-658b16ef2621,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,29da3373-4821-4016-9b03-949711a94d0e,2026-07-09T03:37:01.707041,Enterprise Deal - CloudPeak Analytics,252063.52,2026-10-24T12:01:32.707057,71030eb2-1621-4863-8e2d-b6184abb7f32,2026-07-03T02:34:49.707041,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
78af007a-9e1a-4cdb-9549-5bd7bd58fe4d,6e2684b5-dd18-4549-8440-7276b577d2b5,571f86dd-d11c-4a74-8372-5ee0940dc734,f218fcd8-b014-4c25-91f3-e5b590c5bc92,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,f6af3622-a08b-4544-a16d-18d42ff4a4e1,2026-01-19T20:56:44.707067,Custom Deal - CloudPeak Analytics,267589.37,2027-01-25T13:57:37.707082,8b51f21b-0da9-4139-8f04-0ef4187ce705,2025-10-16T02:36:47.707067,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
99b60946-9069-4c59-88af-b17bd50038c4,6e2684b5-dd18-4549-8440-7276b577d2b5,a49979a8-ade5-4081-8c15-5608d89256a3,155bec1e-0ca5-454c-b036-56ef7b11ea62,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,de013863-499a-430c-b921-70dec8e7b1df,2026-07-05T11:45:57.707092,Custom Deal - Onyx Data,48526.36,2027-01-06T08:26:15.707108,7675c849-0f1f-4fa3-923c-f392ea4a2f35,2026-02-28T22:47:26.707092,7223e10a-b124-4a7f-a342-f0f59020ba2f
3f26fc5e-03ec-4a77-a288-d3ff963781f4,6e2684b5-dd18-4549-8440-7276b577d2b5,cdb3b73f-4956-47ee-8f9c-7e4cdf9b17a1,59147001-5885-4696-8b40-6ad538b9654e,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,3b0450ca-ca27-4031-9d06-d861b7c72f4d,2026-07-20T22:56:16.707118,Starter Deal - Pearl Analytics,349618.76,2026-11-12T01:01:12.707134,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,2025-10-17T03:13:54.707118,f26bd177-029d-4863-993c-dfebe5004897
c612817a-e0ae-4df4-a15c-e74aed12e658,6e2684b5-dd18-4549-8440-7276b577d2b5,f9f18e1f-7c29-40eb-a755-ea0c3d79fe1c,505377a0-7f5d-4cad-aa63-cf6dc70ea780,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,fa64e2f3-9838-41be-851f-5088b4e907f3,2026-08-04T02:22:24.707146,Premium Deal - Iron Mountain,194066.51,2026-05-24T11:53:51.707162,7223e10a-b124-4a7f-a342-f0f59020ba2f,2026-07-12T22:57:36.707146,7675c849-0f1f-4fa3-923c-f392ea4a2f35
b3ae4a7e-cecf-47e5-b26b-8dfd166cbe9e,6e2684b5-dd18-4549-8440-7276b577d2b5,00da6441-fd7d-46a4-a051-f9840579edb2,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,29da3373-4821-4016-9b03-949711a94d0e,2026-06-04T12:01:02.707172,Starter Deal - Iron Mountain,131777.68,2026-08-29T15:27:52.707188,d53e375b-e751-4c1c-9dd2-2c198336f144,2026-03-01T07:30:20.707172,f26bd177-029d-4863-993c-dfebe5004897
a389d8c1-21e2-4f98-83f2-939313688349,6e2684b5-dd18-4549-8440-7276b577d2b5,,c5327e38-2eff-4745-bcf6-ecad20945f45,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,3b0450ca-ca27-4031-9d06-d861b7c72f4d,2026-07-22T06:24:52.707198,Growth Deal - Fusion Analytics,248266.69,2026-11-29T21:04:08.707212,7223e10a-b124-4a7f-a342-f0f59020ba2f,2026-07-11T08:55:00.707198,8b51f21b-0da9-4139-8f04-0ef4187ce705
76fcb6aa-4206-49b5-9aa4-14f9fc5f4b1b,6e2684b5-dd18-4549-8440-7276b577d2b5,7eb3b3b4-2d5f-4f9e-ac56-ec03dd48da15,68a44661-af94-4f98-9a01-bc4d887eaec5,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,29da3373-4821-4016-9b03-949711a94d0e,2026-05-14T19:31:37.707223,Growth Deal - Ruby Software,229615.82,2027-02-03T11:56:49.707242,7675c849-0f1f-4fa3-923c-f392ea4a2f35,2025-12-05T01:47:34.707223,d53e375b-e751-4c1c-9dd2-2c198336f144
b1d987c1-66ac-4f52-b9c4-10b745f1f516,6e2684b5-dd18-4549-8440-7276b577d2b5,f502b643-79f7-4a50-a6a2-150f9835d9d3,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,29da3373-4821-4016-9b03-949711a94d0e,2026-05-29T00:16:21.707257,Premium Deal - Summit Analytics,212128.01,2026-09-04T10:42:23.707273,876017f1-7629-48e0-9ce9-20b44276c7d6,2025-11-20T09:39:53.707257,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
1dfbd17a-5df6-43d3-b8df-608a5e210e26,6e2684b5-dd18-4549-8440-7276b577d2b5,0151376c-0b84-445a-a048-9868736e3b5a,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,de013863-499a-430c-b921-70dec8e7b1df,2026-06-30T22:55:58.707283,Enterprise Deal - Onyx Data,428233.9,2026-09-17T23:33:17.707298,876017f1-7629-48e0-9ce9-20b44276c7d6,2026-06-14T02:52:10.707283,8b51f21b-0da9-4139-8f04-0ef4187ce705
801eb957-5e53-4e1f-ab8b-98d42411739e,6e2684b5-dd18-4549-8440-7276b577d2b5,2d15cc22-791e-4502-834d-5dfe4737d570,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,f6af3622-a08b-4544-a16d-18d42ff4a4e1,2026-07-08T06:13:58.707308,Enterprise Deal - Bronze Gate,94604.69,2026-09-30T06:45:34.707323,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,2026-06-14T11:11:35.707308,f26bd177-029d-4863-993c-dfebe5004897
6ef20b8c-c060-42a3-99ed-071b657c70f0,6e2684b5-dd18-4549-8440-7276b577d2b5,6857deb0-efd6-4047-bc82-1824bb413631,337909c4-a41f-41e2-8439-8492f3575057,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,fa64e2f3-9838-41be-851f-5088b4e907f3,2026-06-21T11:48:55.707334,Custom Deal - Crystal Corp,451538.04,2026-07-18T13:02:36.707349,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,2026-03-01T06:13:29.707334,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
42985b14-8a19-437c-97d1-c491f103d4d4,6e2684b5-dd18-4549-8440-7276b577d2b5,,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,fa64e2f3-9838-41be-851f-5088b4e907f3,2026-01-24T05:43:41.707358,Premium Deal - Forge Industries,213759.22,2026-07-10T08:53:42.707373,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,2025-08-14T08:18:31.707358,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
29124d96-5b2b-43be-999c-4feecc400b86,6e2684b5-dd18-4549-8440-7276b577d2b5,,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,b4be3c8c-9e4c-4fd9-8ec0-c38105a72eeb,2026-06-11T21:15:48.707382,Starter Deal - Zenith Partners,255403.91,2026-06-05T23:15:05.707396,9d990953-1d48-4691-9104-88f3d84dc63c,2025-12-13T00:33:38.707382,71030eb2-1621-4863-8e2d-b6184abb7f32
35a801ef-6af2-406c-b879-beb86203ad04,6e2684b5-dd18-4549-8440-7276b577d2b5,3f53358a-f840-4a47-94a9-8da360fd0e41,912a43f6-c2e9-4813-8478-6326cd752971,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,3b0450ca-ca27-4031-9d06-d861b7c72f4d,2025-12-18T13:56:40.707406,Premium Deal - Ember Labs,255499.69,2026-11-10T20:42:07.707422,d53e375b-e751-4c1c-9dd2-2c198336f144,2025-12-02T13:50:48.707406,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
63d6258e-e465-4df8-910a-998fa6519411,6e2684b5-dd18-4549-8440-7276b577d2b5,,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,de013863-499a-430c-b921-70dec8e7b1df,2025-09-21T17:57:51.707431,Growth Deal - Jade Consulting,20070.4,2026-08-29T00:45:25.707446,7223e10a-b124-4a7f-a342-f0f59020ba2f,2025-08-10T08:31:07.707431,13f891f6-02c5-48a2-bb4f-65f664be06a0
f80a81c5-d2d9-4b77-9433-2576d2226784,6e2684b5-dd18-4549-8440-7276b577d2b5,78f0e643-25a1-4dc7-829e-330c97127142,a85375e1-e6d3-4c09-9f60-72605e2f471b,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,b4be3c8c-9e4c-4fd9-8ec0-c38105a72eeb,2026-02-08T04:28:54.707457,Starter Deal - Steel Bridge,152873.83,2026-07-15T05:25:59.707472,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,2025-12-13T22:48:53.707457,71030eb2-1621-4863-8e2d-b6184abb7f32
dd9b837f-9087-4a33-9605-a5a32b5f3c89,6e2684b5-dd18-4549-8440-7276b577d2b5,,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,de013863-499a-430c-b921-70dec8e7b1df,2026-02-16T19:27:45.707481,Enterprise Deal - Sapphire Tech,110117.41,2026-10-30T21:19:28.707496,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,2025-08-10T05:58:18.707481,63c904bb-37e1-42e9-b828-03d273915302
40fe87e0-2667-4278-91f6-4f4ce1cba510,6e2684b5-dd18-4549-8440-7276b577d2b5,,761b19ac-ba7b-4c51-9962-76627ebf2a68,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,b4be3c8c-9e4c-4fd9-8ec0-c38105a72eeb,2026-06-07T05:32:53.707509,Custom Deal - IronClad Security,431533.54,2026-05-05T07:50:34.707525,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,2026-02-23T04:57:08.707509,876017f1-7629-48e0-9ce9-20b44276c7d6
efe2a828-1136-4be7-98e9-a3e8b07cc64b,6e2684b5-dd18-4549-8440-7276b577d2b5,,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,29da3373-4821-4016-9b03-949711a94d0e,2025-11-19T06:46:50.707534,Premium Deal - Silver Stream,348562.59,2026-11-28T15:32:01.707548,63c904bb-37e1-42e9-b828-03d273915302,2025-09-17T09:51:55.707534,876017f1-7629-48e0-9ce9-20b44276c7d6
278517dc-3c70-4dff-ae2d-d6a2abf7f947,6e2684b5-dd18-4549-8440-7276b577d2b5,99a64be6-7362-4fcf-86a1-6004cdf8fa20,346ebd52-ba14-4643-b914-bab80cf1e7db,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,b4be3c8c-9e4c-4fd9-8ec0-c38105a72eeb,2026-07-13T12:03:03.707559,Enterprise Deal - Zenith Partners,350491.52,2026-05-31T09:06:32.707578,d53e375b-e751-4c1c-9dd2-2c198336f144,2026-06-05T12:25:05.707559,9d990953-1d48-4691-9104-88f3d84dc63c
6ed24a7a-f70a-4f08-977d-47ad71b38e80,6e2684b5-dd18-4549-8440-7276b577d2b5,3491920f-42e9-4d40-b1dd-4c1215f961b2,778a2a74-3345-4733-802f-915ad23a1352,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,3b0450ca-ca27-4031-9d06-d861b7c72f4d,2026-08-03T09:54:15.707589,Premium Deal - Quantum Dynamics,218771.72,2027-01-07T11:35:37.707604,f26bd177-029d-4863-993c-dfebe5004897,2026-01-04T11:32:35.707589,8b51f21b-0da9-4139-8f04-0ef4187ce705
e82895bc-8aa4-459c-9669-9a836614fbf0,6e2684b5-dd18-4549-8440-7276b577d2b5,17b42128-c769-4757-8afb-ff1e17fe7116,69de1c1d-70ea-4d51-a7c9-3295839b6dbf,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,29da3373-4821-4016-9b03-949711a94d0e,2026-07-30T06:47:40.707615,Enterprise Deal - Sapphire Tech,321278.28,2026-09-14T00:42:51.707630,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,2026-07-28T03:08:09.707615,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
6087a4e2-a265-47d3-b8ab-0a5bcb75f0b9,6e2684b5-dd18-4549-8440-7276b577d2b5,371114d3-83c6-44ec-814e-0de4c828d65a,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,f6af3622-a08b-4544-a16d-18d42ff4a4e1,2026-05-19T02:44:27.707640,Enterprise Deal - Pearl Analytics,263844.89,2026-10-01T11:08:08.707662,eb9f903e-4cd4-462b-9c0c-0720da83cfc0,2025-11-04T20:25:53.707640,63c904bb-37e1-42e9-b828-03d273915302
42ce6e24-6026-4bad-8cba-f59af45ce06f,6e2684b5-dd18-4549-8440-7276b577d2b5,,39d1684f-acfe-4bb5-bf5c-913d32f44419,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,29da3373-4821-4016-9b03-949711a94d0e,2026-06-28T18:14:37.707672,Enterprise Deal - TechNova Solutions,231275.75,2026-08-22T05:50:40.707687,eb9f903e-4cd4-462b-9c0c-0720da83cfc0,2026-03-03T22:06:51.707672,63c904bb-37e1-42e9-b828-03d273915302
ec38d358-35ea-4ba4-b337-78811fe0d972,6e2684b5-dd18-4549-8440-7276b577d2b5,68a20fdd-2076-4deb-92e6-f3e8e017089a,,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,de013863-499a-430c-b921-70dec8e7b1df,2026-07-29T23:40:36.707697,Growth Deal - Bronze Gate,103906.11,2026-08-08T11:23:50.707712,7675c849-0f1f-4fa3-923c-f392ea4a2f35,2026-04-14T01:03:18.707697,71030eb2-1621-4863-8e2d-b6184abb7f32
79dc17b9-da5e-426d-ab04-911a5654052b,6e2684b5-dd18-4549-8440-7276b577d2b5,a5a1422d-205a-46f5-8587-9052c8154990,4002f4bf-10ab-4384-ae33-6e350c43547e,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,f6af3622-a08b-4544-a16d-18d42ff4a4e1,2026-06-08T12:31:14.707723,Growth Deal - Titan Industries,351256.41,2026-10-15T14:55:18.707738,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,2026-02-24T20:17:46.707723,71030eb2-1621-4863-8e2d-b6184abb7f32
964cf819-5def-469b-948c-e924b95e7774,6e2684b5-dd18-4549-8440-7276b577d2b5,,ce0d981f-b498-4143-a9ce-a2bd998c9f91,0a2cb6bb-2d78-4609-9e12-88a3bd1a156d,de013863-499a-430c-b921-70dec8e7b1df,2026-04-13T05:33:53.707747,Growth Deal - TechNova Solutions,234846.72,2026-08-25T08:56:35.707827,876017f1-7629-48e0-9ce9-20b44276c7d6,2025-12-10T17:35:43.707747,13f891f6-02c5-48a2-bb4f-65f664be06a0
