id,tenant_id,name,description,sku,base_price,created_at,created_by
51443ac8-ab70-457c-abe0-c1c57958df70,6e2684b5-dd18-4549-8440-7276b577d2b5,Mobile App License v5.4,Premium performance optimization for enterprise teams,SKU-8951,993.2,2026-02-11T13:51:43.824048,13f891f6-02c5-48a2-bb4f-65f664be06a0
88674084-6e08-4780-8e33-7d5ab9d44e7e,6e2684b5-dd18-4549-8440-7276b577d2b5,Data Migration Service v1.6,Premium lead scoring engine for enterprise teams,SKU-8060,3668.13,2026-03-21T00:25:56.824065,13f891f6-02c5-48a2-bb4f-65f664be06a0
a1347f9c-4e96-4994-92b7-e8c44f008bde,6e2684b5-dd18-4549-8440-7276b577d2b5,API Access Premium v3.5,Premium pipeline analytics for enterprise teams,SKU-6383,9787.4,2026-06-02T23:30:38.824082,7675c849-0f1f-4fa3-923c-f392ea4a2f35
0ffe0c24-f9ce-4260-848e-d1d60a0057c2,6e2684b5-dd18-4549-8440-7276b577d2b5,Training Package v5.3,Premium storage upgrade for enterprise teams,SKU-9187,6214.97,2026-04-22T00:57:41.824099,d53e375b-e751-4c1c-9dd2-2c198336f144
97b38889-6aae-421b-b563-2c976fc039d5,6e2684b5-dd18-4549-8440-7276b577d2b5,Training Package v5.2,Premium white label solution for enterprise teams,SKU-8263,4905.76,2026-05-14T06:39:00.824115,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
b6b651ab-005c-42ac-b711-ba01c92372d7,6e2684b5-dd18-4549-8440-7276b577d2b5,Analytics Dashboard v2.7,Premium advanced reporting for enterprise teams,SKU-3007,5406.79,2026-07-07T19:37:25.824132,8b51f21b-0da9-4139-8f04-0ef4187ce705
d9e214bf-6045-4554-9e22-6a87f08df226,6e2684b5-dd18-4549-8440-7276b577d2b5,Priority Support v1.9,Premium workflow automation for enterprise teams,SKU-8427,866.11,2026-07-15T05:55:21.824153,9d990953-1d48-4691-9104-88f3d84dc63c
a6dbca39-95c7-4026-b6f9-e3f4666b61f3,6e2684b5-dd18-4549-8440-7276b577d2b5,Mobile App License v3.2,Premium priority support for enterprise teams,SKU-4179,4976.38,2026-08-04T08:14:25.824170,7223e10a-b124-4a7f-a342-f0f59020ba2f
8bdfa723-d934-4add-b197-d1c8dd4b6b3e,6e2684b5-dd18-4549-8440-7276b577d2b5,Training Package v1.1,Premium advanced reporting for enterprise teams,SKU-8439,4225.62,2026-03-19T13:14:00.824190,13f891f6-02c5-48a2-bb4f-65f664be06a0
c9d39fca-eb74-4e24-800e-384d2f8ae9bb,6e2684b5-dd18-4549-8440-7276b577d2b5,White Label Solution v2.3,Premium crm pro license for enterprise teams,SKU-3585,7975.55,2026-01-18T13:15:21.824207,13f891f6-02c5-48a2-bb4f-65f664be06a0
ddcaf203-6943-43a9-b66f-d924a9a8a4e4,6e2684b5-dd18-4549-8440-7276b577d2b5,CRM Pro License v3.7,Premium lead scoring engine for enterprise teams,SKU-4913,2706.83,2025-12-08T18:20:51.824224,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
4fad4135-64b7-43e3-8bb5-957e259ead8a,6e2684b5-dd18-4549-8440-7276b577d2b5,Custom Integration v3.2,Premium white label solution for enterprise teams,SKU-4735,923.37,2026-03-24T15:14:50.824241,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
e05b22c5-575c-4afa-86b5-185f8dd36406,6e2684b5-dd18-4549-8440-7276b577d2b5,CRM Pro License v1.9,Premium email marketing suite for enterprise teams,SKU-1313,7880.57,2026-07-10T14:59:19.824257,71030eb2-1621-4863-8e2d-b6184abb7f32
0f306bce-7c5b-4911-b099-da7de01489a9,6e2684b5-dd18-4549-8440-7276b577d2b5,Advanced Reporting v5.9,Premium performance optimization for enterprise teams,SKU-1788,6446.8,2026-03-28T02:39:48.824274,8b51f21b-0da9-4139-8f04-0ef4187ce705
99a22f3d-0beb-4930-b6be-e318c8ab4815,6e2684b5-dd18-4549-8440-7276b577d2b5,Storage Upgrade v3.2,Premium priority support for enterprise teams,SKU-1098,9129.48,2025-09-02T14:39:49.824291,f26bd177-029d-4863-993c-dfebe5004897
b71fd9aa-6c7f-4705-9d27-a8a730e9737f,6e2684b5-dd18-4549-8440-7276b577d2b5,CRM Pro License v4.5,Premium ai assistant for enterprise teams,SKU-1666,6775.39,2025-12-18T01:04:08.824307,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
213aaf9b-4187-425b-860e-50922a51bba9,6e2684b5-dd18-4549-8440-7276b577d2b5,API Access Premium v1.3,Premium custom integration for enterprise teams,SKU-2163,928.44,2026-01-09T11:31:28.824324,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
7e7d9656-5040-4656-b585-be18f4b487ca,6e2684b5-dd18-4549-8440-7276b577d2b5,CRM Pro License v1.7,Premium storage upgrade for enterprise teams,SKU-3011,8713.67,2026-01-07T04:21:48.824340,8b51f21b-0da9-4139-8f04-0ef4187ce705
d9295a73-d6d2-41ae-8bf5-82aa2f42b4df,6e2684b5-dd18-4549-8440-7276b577d2b5,Advanced Reporting v2.5,Premium workflow automation for enterprise teams,SKU-5723,2216.2,2026-04-17T05:54:26.824357,7675c849-0f1f-4fa3-923c-f392ea4a2f35
0bff965e-5e8d-4932-8b5d-f96e28e6e78c,6e2684b5-dd18-4549-8440-7276b577d2b5,Workflow Automation v4.3,Premium multi-tenant license for enterprise teams,SKU-1252,9510.53,2026-07-29T10:35:29.824373,f26bd177-029d-4863-993c-dfebe5004897
21aee7f8-d43a-4747-aecd-e2569ec4564f,6e2684b5-dd18-4549-8440-7276b577d2b5,Advanced Reporting v4.4,Premium multi-tenant license for enterprise teams,SKU-4458,5815.14,2026-04-09T10:23:32.824394,63c904bb-37e1-42e9-b828-03d273915302
f04ff2ee-4f95-4bae-9b55-46db8dbd76d4,6e2684b5-dd18-4549-8440-7276b577d2b5,Analytics Dashboard v1.0,Premium performance optimization for enterprise teams,SKU-5813,569.77,2026-05-15T22:54:13.824419,d53e375b-e751-4c1c-9dd2-2c198336f144
289e0efa-a6aa-480e-8dd9-4c73ebbfd92a,6e2684b5-dd18-4549-8440-7276b577d2b5,Performance Optimization v5.6,Premium data migration service for enterprise teams,SKU-8325,7323.68,2026-08-04T06:51:55.824436,71030eb2-1621-4863-8e2d-b6184abb7f32
af3b2ae8-1f54-49cb-999a-543b78f832d5,6e2684b5-dd18-4549-8440-7276b577d2b5,Consulting Hours v3.1,Premium analytics dashboard for enterprise teams,SKU-5613,9483.04,2026-04-12T03:43:11.824453,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
0a375713-3372-4ffc-ab11-d7a5c70ea335,6e2684b5-dd18-4549-8440-7276b577d2b5,Advanced Reporting v1.9,Premium crm pro license for enterprise teams,SKU-6776,9300.91,2026-06-07T14:45:37.824469,7675c849-0f1f-4fa3-923c-f392ea4a2f35
68beef98-7bbd-4006-8f23-9a9f0ab6ae9c,6e2684b5-dd18-4549-8440-7276b577d2b5,Multi-tenant License v5.3,Premium data migration service for enterprise teams,SKU-9910,3376.22,2026-01-24T16:54:28.824490,63c904bb-37e1-42e9-b828-03d273915302
624632dc-c1df-482f-a01f-d6014da8864d,6e2684b5-dd18-4549-8440-7276b577d2b5,Storage Upgrade v1.2,Premium pipeline analytics for enterprise teams,SKU-2108,1699.27,2025-10-27T04:49:43.824507,876017f1-7629-48e0-9ce9-20b44276c7d6
1990d4ac-bce4-4762-ad8b-6f8b9ad5b72b,6e2684b5-dd18-4549-8440-7276b577d2b5,API Access Premium v1.8,Premium mobile app license for enterprise teams,SKU-1590,4190.99,2026-07-21T12:50:53.824524,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
99521df5-5b1f-42f2-a159-230b2c977c28,6e2684b5-dd18-4549-8440-7276b577d2b5,CRM Pro License v3.1,Premium api access premium for enterprise teams,SKU-9765,3978.16,2026-01-22T22:17:05.824544,7675c849-0f1f-4fa3-923c-f392ea4a2f35
7dec0b01-5c3f-4ec3-9973-b5309c3b83ea,6e2684b5-dd18-4549-8440-7276b577d2b5,Mobile App License v5.7,Premium lead scoring engine for enterprise teams,SKU-6586,6978.49,2025-09-05T15:23:36.824561,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
5bba8394-06fe-4e49-bd82-44b3be217c6e,7319bb38-0e1a-42a0-a1a3-c170af371232,White Label Solution v3.1,Premium storage upgrade for enterprise teams,SKU-8768,661.46,2026-08-05T06:19:15.824593,a3b11eec-7159-4649-ad03-75eeb3c9b04f
0730951d-dfe1-4734-810c-752c6e422e0c,7319bb38-0e1a-42a0-a1a3-c170af371232,Performance Optimization v5.9,Premium priority support for enterprise teams,SKU-3927,6739.38,2025-11-17T17:46:43.824610,96bb061b-9355-4d14-bab8-c5b59a63ac2a
0eb50d4f-4fe9-488d-9e82-a363055db4d9,7319bb38-0e1a-42a0-a1a3-c170af371232,Consulting Hours v3.1,Premium analytics dashboard for enterprise teams,SKU-5454,9366.93,2026-02-17T20:43:53.824627,aabd8828-4992-4138-a82c-82d2ace3e408
7fe31f05-bfe8-4ef3-9398-e9150f8b7211,7319bb38-0e1a-42a0-a1a3-c170af371232,Lead Scoring Engine v4.1,Premium workflow automation for enterprise teams,SKU-7678,8418.22,2026-07-10T06:50:38.824644,eaf0989b-5b56-4b72-9a32-2711e9c394ff
5e8d9631-3ae0-44a1-a07b-9f421b02cffa,7319bb38-0e1a-42a0-a1a3-c170af371232,Training Package v2.2,Premium multi-tenant license for enterprise teams,SKU-5931,4483.57,2026-07-14T01:08:03.824665,f6c1513d-8b13-441d-98bb-1a986c21400d
15a2ab57-ecdb-47c8-b588-7ceac7f29376,7319bb38-0e1a-42a0-a1a3-c170af371232,AI Assistant v1.4,Premium advanced reporting for enterprise teams,SKU-7109,8421.59,2026-06-22T21:18:17.824682,a3b11eec-7159-4649-ad03-75eeb3c9b04f
adcbdd26-09b2-4e4e-af17-377ceb516fdc,7319bb38-0e1a-42a0-a1a3-c170af371232,AI Assistant v2.9,Premium workflow automation for enterprise teams,SKU-9821,7993.11,2026-05-14T08:31:10.824703,638bfc6a-5a8b-4bf8-9f66-0c0d0744f19a
ed1cbc60-5f71-4f72-8fe0-48d7a0f87e44,7319bb38-0e1a-42a0-a1a3-c170af371232,Multi-tenant License v5.0,Premium storage upgrade for enterprise teams,SKU-7869,5480.92,2025-08-30T22:57:13.824719,af8e7df9-9ce7-4499-ab19-610e813af04b
954d615a-a37a-4d49-8c0f-aadef573d13a,7319bb38-0e1a-42a0-a1a3-c170af371232,Mobile App License v4.4,Premium custom integration for enterprise teams,SKU-8341,4877.67,2026-02-06T01:58:59.824736,aabd8828-4992-4138-a82c-82d2ace3e408
204368b5-77bb-41ab-ae31-fc044a8b91e2,7319bb38-0e1a-42a0-a1a3-c170af371232,White Label Solution v2.6,Premium pipeline analytics for enterprise teams,SKU-9743,8695.65,2026-03-31T16:28:34.824752,f6c1513d-8b13-441d-98bb-1a986c21400d
549b1905-8117-4213-8fe9-045a32ac5df1,7319bb38-0e1a-42a0-a1a3-c170af371232,Priority Support v4.9,Premium analytics dashboard for enterprise teams,SKU-7264,5214.28,2026-04-21T01:08:38.824769,8ae3dae5-38cd-4160-84ef-5c590af0066c
a2b70667-bef7-4083-b3cc-6e8473cb9964,7319bb38-0e1a-42a0-a1a3-c170af371232,Email Marketing Suite v3.0,Premium multi-tenant license for enterprise teams,SKU-9508,6109.71,2025-08-27T12:35:08.824786,638bfc6a-5a8b-4bf8-9f66-0c0d0744f19a
b14c65b4-b911-4bc9-b6ac-1119108bccd1,7319bb38-0e1a-42a0-a1a3-c170af371232,White Label Solution v2.9,Premium training package for enterprise teams,SKU-8918,6726.86,2025-10-08T04:31:49.824802,af8e7df9-9ce7-4499-ab19-610e813af04b
6bdee43c-3e1b-4735-b28b-0b86735e17c9,7319bb38-0e1a-42a0-a1a3-c170af371232,CRM Pro License v4.0,Premium email marketing suite for enterprise teams,SKU-4446,7980.48,2026-06-27T01:17:37.824818,0d1a00d8-532c-48b5-a0d5-e8f37068b7e8
7f580daf-035f-4b29-b1e7-c82384a3e700,7319bb38-0e1a-42a0-a1a3-c170af371232,Custom Integration v5.4,Premium pipeline analytics for enterprise teams,SKU-9006,6899.35,2025-10-13T00:04:06.824835,ba4c6a8d-6e78-4532-82ad-fccefbf8ab96
26721268-554d-4384-be87-15be66a164b9,7319bb38-0e1a-42a0-a1a3-c170af371232,Email Marketing Suite v1.3,Premium storage upgrade for enterprise teams,SKU-5061,6631.86,2026-05-28T09:11:36.824857,af8e7df9-9ce7-4499-ab19-610e813af04b
4f0a85c6-c32c-439f-9790-bb30bb09bb0c,7319bb38-0e1a-42a0-a1a3-c170af371232,Lead Scoring Engine v5.9,Premium training package for enterprise teams,SKU-2786,6582.19,2026-05-16T10:53:19.824873,af8ae744-eaf6-49a6-9c7f-4f4aa9e503ee
795e2748-2c5e-47df-bb14-bba4bcb31abc,7319bb38-0e1a-42a0-a1a3-c170af371232,AI Assistant v5.2,Premium pipeline analytics for enterprise teams,SKU-8952,2963.05,2025-08-21T20:41:05.824889,96bb061b-9355-4d14-bab8-c5b59a63ac2a
ee82b2c6-c5e7-4b29-bb5d-6d84e04d5184,7319bb38-0e1a-42a0-a1a3-c170af371232,Data Migration Service v5.0,Premium lead scoring engine for enterprise teams,SKU-7190,1044.99,2025-11-23T15:33:44.824905,f6c1513d-8b13-441d-98bb-1a986c21400d
a3664a10-0187-4e6d-90f9-dc848762db3c,7319bb38-0e1a-42a0-a1a3-c170af371232,Workflow Automation v4.8,Premium consulting hours for enterprise teams,SKU-9461,3971.66,2025-10-14T02:36:09.824921,8ae3dae5-38cd-4160-84ef-5c590af0066c
d7c9c661-da89-4fff-a7b9-1ca44f2a0278,7319bb38-0e1a-42a0-a1a3-c170af371232,Security Audit v5.7,Premium email marketing suite for enterprise teams,SKU-6403,2975.0,2026-05-23T08:29:40.824938,aabd8828-4992-4138-a82c-82d2ace3e408
191a17f7-0b92-480a-bd69-63c3572294a6,7319bb38-0e1a-42a0-a1a3-c170af371232,CRM Pro License v5.2,Premium lead scoring engine for enterprise teams,SKU-9621,7027.91,2026-01-28T07:15:41.824954,af8ae744-eaf6-49a6-9c7f-4f4aa9e503ee
1c39da93-5e7f-41b5-bb70-968ac31f155e,7319bb38-0e1a-42a0-a1a3-c170af371232,Performance Optimization v2.2,Premium workflow automation for enterprise teams,SKU-8750,7409.97,2026-03-06T04:22:27.824974,f6c1513d-8b13-441d-98bb-1a986c21400d
b8efb20d-880b-40f5-88be-944036a05e50,7319bb38-0e1a-42a0-a1a3-c170af371232,AI Assistant v4.3,Premium white label solution for enterprise teams,SKU-4852,2209.3,2026-07-24T12:14:49.824991,a3b11eec-7159-4649-ad03-75eeb3c9b04f
ac614d1c-005e-4176-9e37-9cd2c14c8574,7319bb38-0e1a-42a0-a1a3-c170af371232,Training Package v1.8,Premium consulting hours for enterprise teams,SKU-1063,743.29,2025-12-21T13:14:26.825007,ba4c6a8d-6e78-4532-82ad-fccefbf8ab96
85367d15-cae7-4fce-ad84-48d5b9c49a11,7319bb38-0e1a-42a0-a1a3-c170af371232,Lead Scoring Engine v4.3,Premium performance optimization for enterprise teams,SKU-1946,7762.52,2026-01-22T13:39:08.825026,968afaab-9fc3-43d8-aea9-de1b0845fb8c
0e1a61c1-9fc8-44f9-a335-ff9e9b83f2c0,7319bb38-0e1a-42a0-a1a3-c170af371232,Custom Integration v3.6,Premium white label solution for enterprise teams,SKU-1294,9575.97,2025-09-18T23:34:22.825043,96bb061b-9355-4d14-bab8-c5b59a63ac2a
bc930559-ba4f-4e4f-b09f-984873d20c94,7319bb38-0e1a-42a0-a1a3-c170af371232,Pipeline Analytics v1.0,Premium email marketing suite for enterprise teams,SKU-3368,3813.45,2025-12-05T23:31:49.825062,af8ae744-eaf6-49a6-9c7f-4f4aa9e503ee
c67fb81f-03d9-4710-aab1-a57ddb7c6ea1,7319bb38-0e1a-42a0-a1a3-c170af371232,Performance Optimization v3.5,Premium priority support for enterprise teams,SKU-9194,3638.74,2026-04-13T14:35:52.825078,38b1938d-3cd4-479f-8f9c-d5fc4c1dd8fd
2284f1df-c075-4ed7-bbc6-c52d5be9b14e,7319bb38-0e1a-42a0-a1a3-c170af371232,Data Migration Service v2.5,Premium security audit for enterprise teams,SKU-3146,7820.7,2025-10-01T18:26:45.825101,ba4c6a8d-6e78-4532-82ad-fccefbf8ab96
14ff9359-9807-44e3-bf76-d0b664954ad7,7319bb38-0e1a-42a0-a1a3-c170af371232,Storage Upgrade v5.6,Premium multi-tenant license for enterprise teams,SKU-9695,5504.37,2026-04-17T12:41:36.825118,f6c1513d-8b13-441d-98bb-1a986c21400d
995af389-c06a-45c5-87c9-fc945da41a24,7319bb38-0e1a-42a0-a1a3-c170af371232,Lead Scoring Engine v5.5,Premium crm pro license for enterprise teams,SKU-9688,34.03,2026-06-21T07:15:50.825135,ba4c6a8d-6e78-4532-82ad-fccefbf8ab96
e5526595-abef-47da-bfa0-3474f88135a3,7319bb38-0e1a-42a0-a1a3-c170af371232,Advanced Reporting v4.7,Premium priority support for enterprise teams,SKU-2155,6324.22,2025-12-20T01:39:25.825152,af8ae744-eaf6-49a6-9c7f-4f4aa9e503ee
f61e512f-52ca-47c9-b173-29b2af22ecbc,7319bb38-0e1a-42a0-a1a3-c170af371232,Storage Upgrade v1.8,Premium mobile app license for enterprise teams,SKU-4960,891.83,2026-06-21T10:17:55.825169,aabd8828-4992-4138-a82c-82d2ace3e408
97370f18-6be9-42eb-9110-d35a4faec913,7319bb38-0e1a-42a0-a1a3-c170af371232,Storage Upgrade v4.3,Premium training package for enterprise teams,SKU-5791,1193.86,2026-06-20T03:13:03.825189,96bb061b-9355-4d14-bab8-c5b59a63ac2a
092665d8-ad21-4dca-84a4-9170c84ea6a1,7319bb38-0e1a-42a0-a1a3-c170af371232,White Label Solution v1.5,Premium consulting hours for enterprise teams,SKU-1689,8434.72,2026-02-13T10:09:47.825206,f6c1513d-8b13-441d-98bb-1a986c21400d
61bcc0ad-7b75-4470-9cae-ccac50539ff0,7319bb38-0e1a-42a0-a1a3-c170af371232,Analytics Dashboard v4.4,Premium pipeline analytics for enterprise teams,SKU-3650,3201.54,2026-03-14T22:32:46.825222,fd2fd60f-404e-41a6-95e7-9a06e7913261
fbb39659-7ef6-47d8-8d81-1c0975295f34,7319bb38-0e1a-42a0-a1a3-c170af371232,Storage Upgrade v1.3,Premium email marketing suite for enterprise teams,SKU-1237,281.23,2026-07-01T00:20:59.825239,5b11e466-caa2-4b0d-ad40-becd33c6cbc2
40a76805-559c-4a4b-bd98-d32383f491d4,7319bb38-0e1a-42a0-a1a3-c170af371232,Data Migration Service v2.0,Premium white label solution for enterprise teams,SKU-2834,6732.55,2026-04-23T17:13:17.825255,eaf0989b-5b56-4b72-9a32-2711e9c394ff
44380a34-8562-45b2-92d6-a1b5d0878ea6,7319bb38-0e1a-42a0-a1a3-c170af371232,Security Audit v1.1,Premium email marketing suite for enterprise teams,SKU-1878,7573.99,2025-09-04T16:03:11.825271,8ae3dae5-38cd-4160-84ef-5c590af0066c
921f6c8f-5bfd-46e8-953d-fb805be5e6f4,7319bb38-0e1a-42a0-a1a3-c170af371232,White Label Solution v3.0,Premium pipeline analytics for enterprise teams,SKU-8320,1186.68,2026-02-01T09:27:50.825287,638bfc6a-5a8b-4bf8-9f66-0c0d0744f19a
ddbc9433-7835-4bd1-a8d7-9da79d5d53f9,7319bb38-0e1a-42a0-a1a3-c170af371232,Analytics Dashboard v2.5,Premium mobile app license for enterprise teams,SKU-6035,5910.16,2025-12-23T02:10:46.825304,96bb061b-9355-4d14-bab8-c5b59a63ac2a
d99164e8-09a6-4089-b938-37ab785041d6,7319bb38-0e1a-42a0-a1a3-c170af371232,API Access Premium v5.9,Premium data migration service for enterprise teams,SKU-4220,4007.45,2026-06-17T09:34:20.825320,af8ae744-eaf6-49a6-9c7f-4f4aa9e503ee
c01a7ced-b3a4-4702-a3c7-f1bd3616c29a,7319bb38-0e1a-42a0-a1a3-c170af371232,API Access Premium v3.3,Premium priority support for enterprise teams,SKU-5047,2490.49,2026-06-14T20:53:07.825339,aabd8828-4992-4138-a82c-82d2ace3e408
067d646b-c2e1-469f-bc62-8ee7decbf5a9,7319bb38-0e1a-42a0-a1a3-c170af371232,AI Assistant v5.2,Premium lead scoring engine for enterprise teams,SKU-6735,4382.15,2025-11-04T09:14:36.825355,38b1938d-3cd4-479f-8f9c-d5fc4c1dd8fd
d7a1fde7-d217-4e1d-996d-27b14f86e85e,7319bb38-0e1a-42a0-a1a3-c170af371232,Performance Optimization v5.4,Premium ai assistant for enterprise teams,SKU-5947,8655.54,2025-12-22T11:43:07.825372,38b1938d-3cd4-479f-8f9c-d5fc4c1dd8fd
ada22ad2-316c-4bdd-94a8-f85ad762daa1,7319bb38-0e1a-42a0-a1a3-c170af371232,API Access Premium v5.7,Premium mobile app license for enterprise teams,SKU-8729,4041.72,2026-07-22T06:52:53.825388,0d1a00d8-532c-48b5-a0d5-e8f37068b7e8
1a807e43-7354-46d9-9af4-c6da899ea80c,7319bb38-0e1a-42a0-a1a3-c170af371232,Mobile App License v3.1,Premium custom integration for enterprise teams,SKU-9677,9894.1,2025-12-03T03:53:10.825411,fd2fd60f-404e-41a6-95e7-9a06e7913261
dad7f8dc-fc49-43b7-bc17-98420f531b40,7319bb38-0e1a-42a0-a1a3-c170af371232,Security Audit v4.9,Premium custom integration for enterprise teams,SKU-7155,4980.16,2026-07-05T14:45:23.825428,eaf0989b-5b56-4b72-9a32-2711e9c394ff
a52704e6-7182-43c2-8a58-44bb74859683,7319bb38-0e1a-42a0-a1a3-c170af371232,Performance Optimization v2.2,Premium advanced reporting for enterprise teams,SKU-9421,6141.29,2026-07-08T19:09:55.825444,f6c1513d-8b13-441d-98bb-1a986c21400d
c3917c1e-7efe-4105-a4bf-848564a8e13c,2742825a-3e35-4f86-ae5a-aca92762e3ea,Mobile App License v4.9,Premium ai assistant for enterprise teams,SKU-3159,7184.1,2026-01-27T10:42:10.825468,ae300c2a-88df-4b79-b08f-dabbd0efed46
