id,tenant_id,user_id,contact_id,deal_id,title,description,start_time,end_time,location,status,created_at,created_by
dcb2170b-8845-45ea-8f4a-b12e83cba675,6e2684b5-dd18-4549-8440-7276b577d2b5,d53e375b-e751-4c1c-9dd2-2c198336f144,cd5e2323-8b0d-4f58-9965-e874e2df6543,55279fa2-4f34-4c6a-a8ba-1eca0b2efce8,Strategy Meeting,Meeting about strategy meeting,2026-06-05T18:35:22.428855,2026-06-05T19:05:22.428855,Phone,no_show,2026-01-22T00:00:31.428873,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
226a4e66-8d19-4123-837f-bd0835e0600c,6e2684b5-dd18-4549-8440-7276b577d2b5,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,cf46c5ca-3e5e-4188-b06c-19b5d979a157,b8c5ac77-91eb-421f-bbf4-c4ccd60bfad0,Board Meeting,Meeting about partnership discussion,2026-07-20T22:04:22.428879,2026-07-20T23:34:22.428879,Phone,no_show,2026-05-13T19:07:27.428900,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
46623d87-47c2-4946-ac5c-7c659063baca,6e2684b5-dd18-4549-8440-7276b577d2b5,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,,,Onboarding Session,Meeting about performance review,2026-07-04T00:21:59.428907,2026-07-04T00:36:59.428907,Zoom,completed,2026-07-30T08:27:01.428922,63c904bb-37e1-42e9-b828-03d273915302
00f3ecdc-487e-4cf4-b7e5-fd9262d26f1e,6e2684b5-dd18-4549-8440-7276b577d2b5,71030eb2-1621-4863-8e2d-b6184abb7f32,0fa9efd7-f22e-4f76-a1b2-35282e5bf94a,,Product Demo,Meeting about client check-in,2026-08-20T06:44:37.428933,2026-08-20T07:44:37.428933,Google Meet,no_show,2026-03-24T11:18:49.428954,13f891f6-02c5-48a2-bb4f-65f664be06a0
a9b8166f-62af-4aca-9edd-913bdbbc87e6,6e2684b5-dd18-4549-8440-7276b577d2b5,8b51f21b-0da9-4139-8f04-0ef4187ce705,91c18464-ccc3-4eca-89bb-de4a6713c118,,Contract Negotiation,Meeting about quarterly review,2026-06-27T21:15:49.428961,2026-06-27T22:00:49.428961,,completed,2026-07-13T08:15:28.428977,876017f1-7629-48e0-9ce9-20b44276c7d6
6bbc0b2e-5149-428e-b675-915867b10a05,6e2684b5-dd18-4549-8440-7276b577d2b5,8b51f21b-0da9-4139-8f04-0ef4187ce705,,,Strategy Meeting,Meeting about onboarding session,2026-10-14T13:25:37.428983,2026-10-14T14:25:37.428983,In Person,scheduled,2025-11-26T11:50:38.428998,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
e99ab3cf-c7b5-49c6-8730-a4b39fcee0be,6e2684b5-dd18-4549-8440-7276b577d2b5,13f891f6-02c5-48a2-bb4f-65f664be06a0,36653647-15dc-4217-ac30-b26ad0196374,,Strategy Meeting,Meeting about board meeting,2026-08-19T03:03:59.429004,2026-08-19T05:03:59.429004,Teams,scheduled,2025-11-03T20:28:41.429022,7223e10a-b124-4a7f-a342-f0f59020ba2f
04689083-57e6-45cc-bb96-304762dee661,6e2684b5-dd18-4549-8440-7276b577d2b5,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,,e7dc263a-2119-4c7d-bb5f-02dcd404176a,Partnership Discussion,Meeting about partnership discussion,2026-05-27T02:45:41.429028,2026-05-27T03:30:41.429028,Zoom,scheduled,2026-01-13T04:41:23.429044,7223e10a-b124-4a7f-a342-f0f59020ba2f
598d890e-9f3a-4f98-8f3a-3de365af1614,6e2684b5-dd18-4549-8440-7276b577d2b5,7675c849-0f1f-4fa3-923c-f392ea4a2f35,,,Partnership Discussion,Meeting about client check-in,2026-05-09T15:19:45.429051,2026-05-09T15:49:45.429051,In Person,completed,2026-05-18T22:35:06.429068,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
032f4624-46d4-4384-bce6-283d86ceb4c9,6e2684b5-dd18-4549-8440-7276b577d2b5,7223e10a-b124-4a7f-a342-f0f59020ba2f,,,Support Call,Meeting about support call,2026-06-21T07:37:39.429074,2026-06-21T09:37:39.429074,Teams,scheduled,2025-10-12T15:54:21.429089,7675c849-0f1f-4fa3-923c-f392ea4a2f35
180ef074-4873-4f25-88b8-b792e837d533,6e2684b5-dd18-4549-8440-7276b577d2b5,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,,,Sales Call,Meeting about onboarding session,2026-08-12T03:49:06.429095,2026-08-12T04:34:06.429095,,completed,2026-04-12T13:50:50.429110,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
39d826ce-675e-4cec-8731-2403e9840673,6e2684b5-dd18-4549-8440-7276b577d2b5,9d990953-1d48-4691-9104-88f3d84dc63c,b00a9aa0-677e-4f8a-ac0f-52479b0224fb,,Client Check-in,Meeting about contract negotiation,2026-09-23T04:09:27.429116,2026-09-23T04:54:27.429116,,no_show,2026-06-19T07:57:36.429132,13f891f6-02c5-48a2-bb4f-65f664be06a0
2f151627-21d1-4a04-a26a-e2188133476f,6e2684b5-dd18-4549-8440-7276b577d2b5,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,,55279fa2-4f34-4c6a-a8ba-1eca0b2efce8,Quarterly Review,Meeting about quarterly review,2026-10-12T04:16:20.429138,2026-10-12T05:01:20.429138,Google Meet,no_show,2026-07-15T09:43:18.429154,8b51f21b-0da9-4139-8f04-0ef4187ce705
7fa7d1dd-777f-4f50-80b6-5fdafaa346cc,6e2684b5-dd18-4549-8440-7276b577d2b5,f26bd177-029d-4863-993c-dfebe5004897,d47d2cd4-6801-463e-8ca9-4b47972f0518,28c66521-ddb5-4c67-98a8-f185b6a69cd4,Training Workshop,Meeting about contract negotiation,2026-08-07T19:01:10.429166,2026-08-07T19:31:10.429166,Teams,completed,2025-10-08T23:05:39.429184,7675c849-0f1f-4fa3-923c-f392ea4a2f35
ac011acc-082d-4703-b278-a01f4d48ee63,6e2684b5-dd18-4549-8440-7276b577d2b5,63c904bb-37e1-42e9-b828-03d273915302,,,Budget Review,Meeting about performance review,2026-05-28T10:23:19.429190,2026-05-28T11:08:19.429190,In Person,completed,2025-09-10T16:44:30.429208,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
2e8d2505-6e8d-4166-a63e-eb5c95b9f4f0,6e2684b5-dd18-4549-8440-7276b577d2b5,d53e375b-e751-4c1c-9dd2-2c198336f144,,24f28013-c3b0-4d2c-ae64-ffedcc404e7a,Client Check-in,Meeting about budget review,2026-05-20T12:32:23.429215,2026-05-20T13:32:23.429215,,scheduled,2026-04-13T20:30:24.429230,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
dcdb8fab-2933-4d2e-beed-ecf6c76f3119,6e2684b5-dd18-4549-8440-7276b577d2b5,876017f1-7629-48e0-9ce9-20b44276c7d6,6b56a952-c719-4211-bff1-54df3dcee253,,Client Check-in,Meeting about budget review,2026-09-08T02:08:21.429236,2026-09-08T03:08:21.429236,Google Meet,no_show,2026-05-30T07:26:10.429252,d53e375b-e751-4c1c-9dd2-2c198336f144
457d6550-2847-4db3-92b0-e9efa18d8e93,6e2684b5-dd18-4549-8440-7276b577d2b5,63c904bb-37e1-42e9-b828-03d273915302,4e540afc-6f8c-4272-8773-8882e02207ac,,Product Demo,Meeting about budget review,2026-08-08T01:56:09.429259,2026-08-08T02:11:09.429259,Google Meet,cancelled,2026-05-04T23:50:07.429275,71030eb2-1621-4863-8e2d-b6184abb7f32
d434732e-b26e-485d-aee4-c924444f40ff,6e2684b5-dd18-4549-8440-7276b577d2b5,f26bd177-029d-4863-993c-dfebe5004897,7c978ffc-cb90-4468-8c25-0d1fe47a26fd,,Performance Review,Meeting about performance review,2026-05-24T18:20:44.429281,2026-05-24T19:20:44.429281,Google Meet,completed,2026-07-26T15:39:02.429297,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
bdf089fe-a353-4cda-8173-0337f1892247,6e2684b5-dd18-4549-8440-7276b577d2b5,f26bd177-029d-4863-993c-dfebe5004897,,0ba0942b-5072-43ed-943a-b7b1c188e8cd,Partnership Discussion,Meeting about quarterly review,2026-10-14T05:30:07.429303,2026-10-14T07:00:07.429303,,no_show,2026-03-22T21:50:35.429319,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
644acb48-0249-46ab-8b6b-ca11a27d547d,6e2684b5-dd18-4549-8440-7276b577d2b5,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,,,Team Standup,Meeting about performance review,2026-05-18T18:20:29.429325,2026-05-18T19:05:29.429325,Google Meet,cancelled,2026-04-18T00:55:09.429340,d53e375b-e751-4c1c-9dd2-2c198336f144
b7ffb964-45b8-4e00-8a1b-a47bab9b6976,6e2684b5-dd18-4549-8440-7276b577d2b5,9d990953-1d48-4691-9104-88f3d84dc63c,b3c7dc12-d59d-4a20-80b5-e445e410a0f7,d4e79d9b-e38e-41fb-87a9-352581ff397c,Contract Negotiation,Meeting about client check-in,2026-06-05T20:38:34.429346,2026-06-05T21:38:34.429346,,no_show,2025-08-07T01:18:10.429364,13f891f6-02c5-48a2-bb4f-65f664be06a0
d697874b-a2aa-4380-a150-5df936eed478,6e2684b5-dd18-4549-8440-7276b577d2b5,9d990953-1d48-4691-9104-88f3d84dc63c,a4716d5e-fed0-463b-895a-132e35728fb0,,Contract Negotiation,Meeting about support call,2026-10-12T02:53:28.429370,2026-10-12T04:23:28.429370,Phone,cancelled,2026-06-10T08:58:21.429386,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
727d8c18-6d95-466f-a36a-e5725f4bb295,6e2684b5-dd18-4549-8440-7276b577d2b5,63c904bb-37e1-42e9-b828-03d273915302,73baa301-eda2-4f2d-8c12-27e36bc235a5,,Project Update,Meeting about support call,2026-06-15T18:38:34.429396,2026-06-15T19:08:34.429396,Phone,cancelled,2025-08-14T07:00:23.429414,9d990953-1d48-4691-9104-88f3d84dc63c
7e1b28fd-2c6f-410e-a844-e6750561b6d0,6e2684b5-dd18-4549-8440-7276b577d2b5,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,,093c9e92-1a92-4302-8b5c-cf7c3436a6cb,Team Standup,Meeting about client check-in,2026-06-27T21:21:52.429420,2026-06-27T22:51:52.429420,Zoom,cancelled,2025-12-13T07:27:18.429436,71030eb2-1621-4863-8e2d-b6184abb7f32
33ca76ac-e804-42ce-88f9-f75d66a9c04f,6e2684b5-dd18-4549-8440-7276b577d2b5,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,,,Performance Review,Meeting about performance review,2026-10-14T01:43:28.429443,2026-10-14T02:13:28.429443,Zoom,cancelled,2026-05-12T21:07:45.429458,7223e10a-b124-4a7f-a342-f0f59020ba2f
0eba918d-a405-42da-91c0-bcbda8c5432c,6e2684b5-dd18-4549-8440-7276b577d2b5,9d990953-1d48-4691-9104-88f3d84dc63c,7ee842c5-a528-42c1-82f9-0b49c4db4df3,6a490a73-654e-40c1-bfc1-9e9d6be8bae8,Project Update,Meeting about sales call,2026-09-18T19:31:45.429464,2026-09-18T20:01:45.429464,,scheduled,2026-01-18T04:23:34.429481,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
31c1c9e0-0583-4cad-942a-81dce8cba06e,6e2684b5-dd18-4549-8440-7276b577d2b5,eb9f903e-4cd4-462b-9c0c-0720da83cfc0,fd09e164-ba59-455a-a15e-102b4e37d130,5c6e1319-8d30-4d7b-9c34-42514f4b97f2,Strategy Meeting,Meeting about board meeting,2026-05-12T16:40:30.429490,2026-05-12T17:10:30.429490,Zoom,no_show,2025-09-20T13:20:49.429507,9d990953-1d48-4691-9104-88f3d84dc63c
99582038-63c0-4917-8343-b75a57c95084,6e2684b5-dd18-4549-8440-7276b577d2b5,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,73a5ca22-6abc-47aa-9bf0-b59d9a1ab35e,,Quarterly Review,Meeting about contract negotiation,2026-09-04T14:52:15.429513,2026-09-04T16:22:15.429513,In Person,no_show,2026-01-01T16:20:21.429530,f26bd177-029d-4863-993c-dfebe5004897
971bbeb8-c65c-47f9-b583-13c47f408f23,6e2684b5-dd18-4549-8440-7276b577d2b5,f26bd177-029d-4863-993c-dfebe5004897,0af751da-b998-4235-9b80-2066500abd4d,c69a7314-3bc7-4df7-b15f-28991c104f4f,Training Workshop,Meeting about support call,2026-07-29T07:20:47.429536,2026-07-29T08:05:47.429536,In Person,completed,2025-11-21T07:40:31.429553,7675c849-0f1f-4fa3-923c-f392ea4a2f35
4a282a85-0672-4dc2-a8eb-03729c40f88e,6e2684b5-dd18-4549-8440-7276b577d2b5,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,bcb2c276-d84b-47e5-86d8-c78ac25feec4,,Sales Call,Meeting about quarterly review,2026-10-01T13:02:33.429559,2026-10-01T13:32:33.429559,Teams,scheduled,2026-05-25T04:09:45.429576,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
ec19f7c0-5e0e-4238-8888-fe50e0e61e9c,6e2684b5-dd18-4549-8440-7276b577d2b5,71030eb2-1621-4863-8e2d-b6184abb7f32,,,Team Standup,Meeting about partnership discussion,2026-08-06T04:51:32.429583,2026-08-06T06:21:32.429583,,cancelled,2026-04-08T07:57:43.429597,8b51f21b-0da9-4139-8f04-0ef4187ce705
1f5894a7-53b7-4766-8736-bf8fe2885237,6e2684b5-dd18-4549-8440-7276b577d2b5,7675c849-0f1f-4fa3-923c-f392ea4a2f35,fbdcc052-60af-4a96-95e9-721a8b3c0167,,Strategy Meeting,Meeting about product demo,2026-10-12T22:21:17.429603,2026-10-12T22:36:17.429603,Phone,cancelled,2026-06-25T02:19:34.429619,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
6748f591-ee04-4922-b339-54c7ad0c4c53,6e2684b5-dd18-4549-8440-7276b577d2b5,f26bd177-029d-4863-993c-dfebe5004897,,,Project Update,Meeting about product demo,2026-09-10T16:20:05.429629,2026-09-10T17:05:05.429629,Teams,no_show,2026-02-23T10:55:51.429652,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
e05d28e9-51b7-4598-b2da-51764b5bae01,6e2684b5-dd18-4549-8440-7276b577d2b5,71030eb2-1621-4863-8e2d-b6184abb7f32,a78bcc0b-7f3b-4bda-9cfe-a5fa9debce75,,Contract Negotiation,Meeting about product demo,2026-05-31T11:10:28.429658,2026-05-31T11:25:28.429658,Teams,completed,2025-11-13T10:46:44.429674,8b51f21b-0da9-4139-8f04-0ef4187ce705
9ebddaf0-004b-4634-bd2d-8839997a8f3b,6e2684b5-dd18-4549-8440-7276b577d2b5,9d990953-1d48-4691-9104-88f3d84dc63c,,,Team Standup,Meeting about onboarding session,2026-08-07T18:43:53.429680,2026-08-07T19:13:53.429680,Teams,completed,2025-12-01T23:15:04.429699,8b51f21b-0da9-4139-8f04-0ef4187ce705
cee9e4f3-da13-4fb4-837d-a2183f739a9b,6e2684b5-dd18-4549-8440-7276b577d2b5,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,bd44024a-54b5-44ba-ad10-5c599c04052f,,Budget Review,Meeting about product demo,2026-05-24T14:52:59.429705,2026-05-24T15:37:59.429705,Zoom,cancelled,2026-06-04T19:42:35.429722,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
3ebae1e2-49b7-41ec-9a1e-9070c552975e,6e2684b5-dd18-4549-8440-7276b577d2b5,71030eb2-1621-4863-8e2d-b6184abb7f32,13177363-81a8-4ab9-b556-840ce5b727a6,,Training Workshop,Meeting about team standup,2026-08-12T16:07:31.429728,2026-08-12T16:52:31.429728,Google Meet,scheduled,2025-12-12T09:23:33.429745,7223e10a-b124-4a7f-a342-f0f59020ba2f
251d282f-cc8f-4dfc-9e21-9f8276a90173,6e2684b5-dd18-4549-8440-7276b577d2b5,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,55864491-cc6d-46e6-be40-3b60c93042a8,,Board Meeting,Meeting about onboarding session,2026-09-22T02:58:36.429751,2026-09-22T03:43:36.429751,,scheduled,2025-10-04T09:58:19.429766,7675c849-0f1f-4fa3-923c-f392ea4a2f35
c769cc2b-4bd7-4884-89cc-1f0d53058128,6e2684b5-dd18-4549-8440-7276b577d2b5,f26bd177-029d-4863-993c-dfebe5004897,,,Training Workshop,Meeting about support call,2026-08-23T20:14:57.429772,2026-08-23T21:14:57.429772,Zoom,completed,2025-08-18T17:57:21.429787,8b51f21b-0da9-4139-8f04-0ef4187ce705
ac76a327-2119-41ec-8488-7f04842c30d1,6e2684b5-dd18-4549-8440-7276b577d2b5,71030eb2-1621-4863-8e2d-b6184abb7f32,c6f35f31-ee47-487c-bc05-c462ad9fc94c,7aea6f79-8a55-4687-98c8-cca8787d2dfa,Strategy Meeting,Meeting about project update,2026-09-29T15:51:00.429793,2026-09-29T17:21:00.429793,Phone,cancelled,2025-12-06T21:20:13.429811,8b51f21b-0da9-4139-8f04-0ef4187ce705
5776e9ea-c2bd-4cbf-8850-edf33d52b70a,6e2684b5-dd18-4549-8440-7276b577d2b5,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,,,Onboarding Session,Meeting about product demo,2026-10-22T23:39:16.429821,2026-10-23T00:09:16.429821,Phone,scheduled,2026-01-04T02:10:35.429837,f26bd177-029d-4863-993c-dfebe5004897
acc6264d-0c14-4f59-99d8-1a6893a2b24b,6e2684b5-dd18-4549-8440-7276b577d2b5,9d990953-1d48-4691-9104-88f3d84dc63c,,,Sales Call,Meeting about project update,2026-08-10T02:05:02.429843,2026-08-10T03:35:02.429843,Zoom,cancelled,2026-06-24T10:13:11.429858,63c904bb-37e1-42e9-b828-03d273915302
6a977969-ec1e-4882-b772-4fb890382f6b,6e2684b5-dd18-4549-8440-7276b577d2b5,8b51f21b-0da9-4139-8f04-0ef4187ce705,bf6a8be4-f5b5-471b-b049-22980c910666,75992de1-95cc-49a6-93a2-833548e77a32,Board Meeting,Meeting about board meeting,2026-05-22T23:37:59.429871,2026-05-23T01:07:59.429871,In Person,scheduled,2026-01-24T23:44:13.429888,f26bd177-029d-4863-993c-dfebe5004897
db502392-b1a8-40e7-a88b-071e89ec9cd1,6e2684b5-dd18-4549-8440-7276b577d2b5,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,da542979-555c-41ad-9a20-714325160724,,Board Meeting,Meeting about product demo,2026-05-19T20:35:31.429895,2026-05-19T21:35:31.429895,Google Meet,no_show,2026-01-04T10:20:10.429911,7675c849-0f1f-4fa3-923c-f392ea4a2f35
8ccb9054-46fa-49b4-ad73-f900fbed4f3e,6e2684b5-dd18-4549-8440-7276b577d2b5,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,68201c76-f58e-4584-ac26-5e69995c9b66,1f93466a-0b32-4eb5-8fc1-1fb45871102d,Board Meeting,Meeting about support call,2026-08-17T05:25:41.429918,2026-08-17T06:25:41.429918,Phone,completed,2026-06-12T14:18:42.429935,7223e10a-b124-4a7f-a342-f0f59020ba2f
6cd04a9b-a78f-4757-8cd5-38eef5277e58,6e2684b5-dd18-4549-8440-7276b577d2b5,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,dffa5af5-00cd-48ab-b60c-5c8ae68d120f,,Training Workshop,Meeting about board meeting,2026-08-11T23:17:47.429941,2026-08-11T23:47:47.429941,Phone,scheduled,2026-04-04T11:23:21.429957,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
69e54043-8dee-488d-b36d-817aaab69c42,6e2684b5-dd18-4549-8440-7276b577d2b5,d53e375b-e751-4c1c-9dd2-2c198336f144,,,Board Meeting,Meeting about partnership discussion,2026-07-31T18:50:52.429963,2026-07-31T20:20:52.429963,Phone,completed,2026-04-16T16:47:28.429977,71030eb2-1621-4863-8e2d-b6184abb7f32
d879fd58-7605-4426-9c9d-86366d7e0331,6e2684b5-dd18-4549-8440-7276b577d2b5,8b51f21b-0da9-4139-8f04-0ef4187ce705,,,Onboarding Session,Meeting about sales call,2026-06-07T22:57:30.429983,2026-06-07T23:57:30.429983,Zoom,completed,2026-05-23T22:43:41.430002,71030eb2-1621-4863-8e2d-b6184abb7f32
353fd036-8585-485c-93da-32e23e84d774,6e2684b5-dd18-4549-8440-7276b577d2b5,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,,ba005acf-db13-4503-884b-0c05ab1ad616,Performance Review,Meeting about performance review,2026-10-05T22:24:14.430008,2026-10-05T23:09:14.430008,Phone,no_show,2026-05-23T20:49:45.430024,876017f1-7629-48e0-9ce9-20b44276c7d6
2f8213ca-4fa1-4591-8101-1fa4542bf32b,6e2684b5-dd18-4549-8440-7276b577d2b5,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,,,Budget Review,Meeting about sales call,2026-06-18T17:37:41.430031,2026-06-18T19:37:41.430031,,cancelled,2026-03-10T06:55:44.430045,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
bba103f1-c9b6-4bfc-97ff-3057f79d3ceb,6e2684b5-dd18-4549-8440-7276b577d2b5,7675c849-0f1f-4fa3-923c-f392ea4a2f35,,,Contract Negotiation,Meeting about client check-in,2026-07-19T01:19:26.430051,2026-07-19T01:49:26.430051,Teams,scheduled,2026-06-04T21:07:12.430066,d53e375b-e751-4c1c-9dd2-2c198336f144
492d3c9b-57f1-41b7-86a1-597dbe63fb68,6e2684b5-dd18-4549-8440-7276b577d2b5,876017f1-7629-48e0-9ce9-20b44276c7d6,5acccb22-b79b-429b-bea7-33767ddc21e1,,Strategy Meeting,Meeting about support call,2026-06-09T08:48:58.430072,2026-06-09T09:33:58.430072,Teams,scheduled,2026-07-11T18:47:50.430088,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
d6498c6a-dc55-49c9-9a81-c6441fbdaef8,6e2684b5-dd18-4549-8440-7276b577d2b5,8b51f21b-0da9-4139-8f04-0ef4187ce705,,,Strategy Meeting,Meeting about strategy meeting,2026-08-14T11:24:21.430097,2026-08-14T12:54:21.430097,Zoom,cancelled,2026-05-08T09:24:37.430113,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
dbef0530-986b-4578-bac8-0854bbba10fe,6e2684b5-dd18-4549-8440-7276b577d2b5,71030eb2-1621-4863-8e2d-b6184abb7f32,a763a43c-d1b3-4fb8-8e21-3670bfc4f6d9,e1302d37-d929-4362-896a-18e12de1337e,Team Standup,Meeting about project update,2026-09-17T01:11:37.430122,2026-09-17T02:11:37.430122,Phone,scheduled,2026-02-01T06:07:26.430140,f26bd177-029d-4863-993c-dfebe5004897
1dc16923-cc77-4325-bcc3-7870701feb13,6e2684b5-dd18-4549-8440-7276b577d2b5,7675c849-0f1f-4fa3-923c-f392ea4a2f35,,,Performance Review,Meeting about quarterly review,2026-06-17T15:28:09.430146,2026-06-17T16:58:09.430146,In Person,scheduled,2026-08-03T01:51:12.430161,7223e10a-b124-4a7f-a342-f0f59020ba2f
4d572bad-0b90-4f86-b4d5-3f5af81fcb57,6e2684b5-dd18-4549-8440-7276b577d2b5,63c904bb-37e1-42e9-b828-03d273915302,0ed9b0b5-6df4-46a7-8e0a-12f9fd45e020,,Contract Negotiation,Meeting about sales call,2026-09-03T11:13:31.430167,2026-09-03T13:13:31.430167,Teams,completed,2026-02-06T01:02:19.430183,7223e10a-b124-4a7f-a342-f0f59020ba2f
33b8a6e0-0e7c-49fd-b674-3a1161df332d,6e2684b5-dd18-4549-8440-7276b577d2b5,876017f1-7629-48e0-9ce9-20b44276c7d6,,,Project Update,Meeting about client check-in,2026-09-27T09:32:42.430190,2026-09-27T11:02:42.430190,Teams,cancelled,2025-11-17T03:01:10.430204,13f891f6-02c5-48a2-bb4f-65f664be06a0
