id,tenant_id,contact_id,company_id,invoice_number,title,status,issue_date,due_date,sent_at,paid_at,subtotal,tax_rate,tax_amount,total_amount,amount_paid,balance_due,currency,notes,deal_id,created_at,created_by
279d246f-e1fc-4673-9daf-0a9d6e70bfec,6e2684b5-dd18-4549-8440-7276b577d2b5,,e0b92913-5a14-44a2-9a62-8b07fa229d72,INV-000034,Invoice for Subscription,viewed,2025-08-14,2026-10-28,2026-03-24T03:32:18.295517,,83245.68,8,6659.65,89905.33,0,89905.33,USD,Thank you for your business!,2ab19b11-a072-4689-9f38-da9d486239e6,2026-05-13T02:22:09.295524,
65f2b018-270b-41d8-9703-147df3c4ef92,6e2684b5-dd18-4549-8440-7276b577d2b5,ddbeface-b7bb-464d-a99c-cc8f0e137d29,,INV-000035,Invoice for Products,partial,2026-04-17,2026-12-26,2026-06-01T03:43:56.295551,,24316.27,0,0.0,24316.27,12158.135,12158.135,USD,,,2025-12-11T06:28:21.295557,
aebe4c34-c4df-472e-9417-07275dbb4b5c,6e2684b5-dd18-4549-8440-7276b577d2b5,4fe0ef2a-9134-4bb6-8503-4823304aa291,,INV-000036,Invoice for Services,paid,2026-05-16,2026-11-15,2026-07-07T01:03:02.295584,2026-07-17T18:40:25.295589,39922.98,15,5988.45,45911.43,45911.43,0,USD,,,2026-05-05T23:10:31.295595,
29be55c3-0dc7-4564-bfb7-393b20974e26,6e2684b5-dd18-4549-8440-7276b577d2b5,1962fb86-9ed2-4ab5-b524-6c26793c468d,,INV-000037,Invoice for Services,partial,2025-10-21,2026-08-12,2026-03-11T10:30:02.295621,,39069.21,20,7813.84,46883.05,23441.525,23441.525,USD,Thank you for your business!,,2025-11-21T11:00:07.295627,
bb648c0a-e459-4415-8e71-769032921ce4,6e2684b5-dd18-4549-8440-7276b577d2b5,41f3a9ea-8b14-47fd-8258-b76ffe286056,b94f9688-e7d0-462f-b6f8-54ff566da376,INV-000038,Invoice for Services,sent,2026-01-11,2026-12-13,2026-04-03T23:50:06.295660,,66488.0,20,13297.6,79785.6,0,79785.6,USD,,36dbdfce-9e96-48b7-b810-e4d884b35f19,2026-05-13T16:15:11.295666,
a3090775-3a7f-4fbe-9bd3-0cb5b63f2752,6e2684b5-dd18-4549-8440-7276b577d2b5,,86bdc4ca-1819-4b62-b999-7adfcaba9f4a,INV-000039,Invoice for Support,overdue,2026-03-15,2026-12-25,2026-07-09T07:35:31.295692,,58040.59,10,5804.06,63844.65,0,63844.65,USD,Thank you for your business!,,2026-01-20T06:09:47.295699,
26fb665b-5b2a-4b7b-add2-22da2b4cae5d,6e2684b5-dd18-4549-8440-7276b577d2b5,,a556b077-0c31-44cc-b5af-201781a75f8d,INV-000040,Invoice for Consulting,overdue,2026-07-09,2026-10-31,2026-03-27T00:50:37.295725,,73130.94,0,0.0,73130.94,0,73130.94,USD,Thank you for your business!,,2026-07-13T23:06:48.295731,
734386fb-4fc9-409d-914a-66b6cfdd87e6,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000041,Invoice for Support,partial,2026-05-15,2026-11-26,2026-07-22T11:45:10.295781,,83887.47,20,16777.49,100664.96,50332.48,50332.48,USD,Thank you for your business!,fd91ca40-5530-4a9a-9a6f-43eb6e42c371,2025-12-10T06:58:11.295788,
e4642150-1432-4a05-acc3-747d7b1aad6d,6e2684b5-dd18-4549-8440-7276b577d2b5,b78d9a01-eed2-4893-a0e4-7dd5b46a28de,,INV-000042,Invoice for Services,partial,2025-08-30,2026-12-19,2026-05-09T06:08:47.295816,,48805.5,20,9761.1,58566.6,29283.3,29283.3,USD,,d9b7731f-f463-428c-bcea-1cf929f2ae03,2026-04-22T06:38:40.295823,
2c5016e3-10da-44a9-90ba-c222caac0a54,6e2684b5-dd18-4549-8440-7276b577d2b5,,946866ba-69f9-4f60-8f10-3d15e73e9a77,INV-000043,Invoice for Support,overdue,2025-08-16,2026-12-18,2026-03-01T05:29:12.295896,,12932.49,0,0.0,12932.49,0,12932.49,USD,Thank you for your business!,,2026-04-04T07:51:20.295908,
9c54f6a4-f1bc-434c-ba26-7016fff69d04,6e2684b5-dd18-4549-8440-7276b577d2b5,f92e5ac5-50e0-4fd9-841e-21583956c96d,f98d4b47-761c-47b0-b962-fa7f8e102ad0,INV-000044,Invoice for Services,draft,2026-02-27,2027-01-09,,,5301.39,8,424.11,5725.5,0,5725.5,USD,,153129ed-e7e0-4201-ad41-5a03d56d2fce,2026-07-26T19:38:42.295968,
fc3bad3e-08ea-44cf-8782-83dddd7dc669,6e2684b5-dd18-4549-8440-7276b577d2b5,140861f2-c32b-473b-8427-1239b92e30c5,348fb924-00ad-4daa-b665-13e5836e2f29,INV-000045,Invoice for Support,partial,2026-03-16,2026-10-20,2026-04-12T17:55:53.296012,,83197.82,5,4159.89,87357.71,43678.855,43678.855,USD,Thank you for your business!,,2026-03-19T07:13:33.296019,
bd05598a-8161-476d-81f9-21c8eedce08a,6e2684b5-dd18-4549-8440-7276b577d2b5,695bc090-4938-4a2f-8626-f49a5a3d1b48,,INV-000046,Invoice for Services,viewed,2025-10-13,2026-08-17,2026-02-25T13:12:56.296052,,80402.4,5,4020.12,84422.52,0,84422.52,USD,Thank you for your business!,,2026-07-05T22:26:40.296058,
56ca012d-0708-47ad-a3b0-55d5a46c0836,6e2684b5-dd18-4549-8440-7276b577d2b5,150d7a23-448c-437e-b2e3-98b85cb3757b,,INV-000047,Invoice for Services,partial,2025-09-09,2026-11-04,2026-03-01T12:06:50.296090,,24947.36,7.5,1871.05,26818.41,13409.205,13409.205,USD,Thank you for your business!,fd9794c2-84f2-470d-8b33-1a08c1322994,2025-12-19T20:45:32.296097,
cc4deff4-2c2c-4f9b-9eec-a860686a313f,6e2684b5-dd18-4549-8440-7276b577d2b5,51306db0-cd6a-4e20-bce6-aa4ce95a5182,,INV-000048,Invoice for Services,partial,2026-02-11,2026-09-12,2026-06-08T02:48:29.296133,,71487.67,20,14297.53,85785.2,42892.6,42892.6,USD,,,2026-02-09T19:38:58.296139,
80d8c9b2-8474-40ed-8ed9-9ca55f959c94,6e2684b5-dd18-4549-8440-7276b577d2b5,c4c59c67-fd27-4ba3-b5bc-b9555448523d,,INV-000049,Invoice for Support,paid,2025-12-23,2026-11-14,2026-05-24T16:17:27.296167,2026-07-09T19:05:51.296173,12476.5,7.5,935.74,13412.24,13412.24,0,USD,Thank you for your business!,,2026-04-21T08:51:38.296178,
d7da8695-c813-4d3d-a3c5-9f70d118b938,6e2684b5-dd18-4549-8440-7276b577d2b5,91d82b62-0c53-4440-a514-7288b8d4faad,25ddab4f-17af-4a60-8271-5e51c32a0af7,INV-000050,Invoice for Support,overdue,2025-10-02,2026-12-12,2026-06-10T09:18:17.296206,,12511.48,15,1876.72,14388.2,0,14388.2,USD,,90b2a694-9f22-4847-b089-0ec19c62e325,2026-06-29T10:12:03.296213,
9f2796d4-dedb-481f-8b6e-e55e613a9c99,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000051,Invoice for Services,viewed,2026-07-05,2027-01-05,2026-03-19T03:07:54.296239,,42593.09,7.5,3194.48,45787.57,0,45787.57,USD,,,2026-02-24T05:58:10.296245,
e6efa3c4-56a8-4298-bef7-b92699d52fdb,6e2684b5-dd18-4549-8440-7276b577d2b5,,52f725a3-cefe-4cec-935a-b61b01d08922,INV-000052,Invoice for Support,sent,2025-10-03,2027-01-02,2026-04-21T14:13:19.296282,,53277.33,15,7991.6,61268.93,0,61268.93,USD,,,2025-09-19T02:59:07.296288,
12c08ea6-25d0-47b8-a7ce-559ba486df8c,6e2684b5-dd18-4549-8440-7276b577d2b5,,72ca8fdb-e86e-42e4-8393-b92185669c77,INV-000053,Invoice for Subscription,overdue,2026-05-29,2026-08-20,2026-04-04T09:23:17.296314,,5005.0,10,500.5,5505.5,0,5505.5,USD,,,2025-08-13T04:34:13.296321,
55cfc131-daba-4daf-8340-d55a3c2a6316,6e2684b5-dd18-4549-8440-7276b577d2b5,,10cbe0e5-c28f-4888-8fb5-d20d1b47ca21,INV-000054,Invoice for Support,overdue,2025-12-29,2026-10-09,2026-06-02T12:54:10.296348,,85616.3,10,8561.63,94177.93,0,94177.93,USD,Thank you for your business!,,2026-07-31T14:07:43.296354,
238d6c44-e631-457c-8faf-0b13c66f4062,6e2684b5-dd18-4549-8440-7276b577d2b5,29e9ed49-573a-47a4-8fc0-643f05f5be4d,,INV-000055,Invoice for Support,draft,2025-10-03,2026-11-22,,,55710.66,5,2785.53,58496.19,0,58496.19,USD,Thank you for your business!,,2025-11-19T09:48:51.296381,
d5c9a41f-af4e-486f-ac1b-0344f5bd228d,6e2684b5-dd18-4549-8440-7276b577d2b5,,ec963396-c369-46f5-a2f3-e5b54425a954,INV-000056,Invoice for Consulting,paid,2026-04-29,2027-01-02,2026-03-14T04:05:49.296407,2026-05-19T22:20:32.296413,71942.6,5,3597.13,75539.73,75539.73,0,USD,Thank you for your business!,9bd4f202-47c3-4578-8964-6ebc286b8299,2025-11-08T19:03:59.296420,
87416fd4-8ef0-46ef-affe-68a00b214f31,6e2684b5-dd18-4549-8440-7276b577d2b5,,946866ba-69f9-4f60-8f10-3d15e73e9a77,INV-000057,Invoice for Products,sent,2026-02-12,2026-09-16,2026-05-29T23:54:56.296455,,2211.13,7.5,165.83,2376.96,0,2376.96,USD,Thank you for your business!,,2026-03-14T06:04:28.296461,
5e4efbd3-8706-421e-988d-12674b64455e,6e2684b5-dd18-4549-8440-7276b577d2b5,,946866ba-69f9-4f60-8f10-3d15e73e9a77,INV-000058,Invoice for Subscription,sent,2026-07-15,2026-11-28,2026-07-07T09:02:10.296487,,58130.4,10,5813.04,63943.44,0,63943.44,USD,Thank you for your business!,e8b8a819-3f2e-44df-a12f-3651b0758414,2026-04-21T10:27:56.296494,
d200c152-85c2-4c87-90a1-a8230da2f4f9,6e2684b5-dd18-4549-8440-7276b577d2b5,4437a833-7104-49f6-a0cb-cdfbcb19a86e,d7003fe5-c3c1-43c7-8052-37244074228e,INV-000059,Invoice for Support,draft,2025-12-31,2026-10-14,,,34373.03,7.5,2577.98,36951.01,0,36951.01,USD,Thank you for your business!,,2025-08-27T07:24:21.296525,
d6b9bef6-1c82-4862-ac2a-4f653d251694,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000060,Invoice for Consulting,draft,2026-01-30,2026-11-16,,,51835.95,0,0.0,51835.95,0,51835.95,USD,Thank you for your business!,,2026-02-15T12:10:54.296551,
415db6da-afcf-478e-98fa-ceaac8cd90d0,6e2684b5-dd18-4549-8440-7276b577d2b5,61349005-06b9-4aff-93dc-40dd86a69c3a,2d8d64a3-6c97-4b0d-b85e-8ac092bf57a2,INV-000061,Invoice for Support,paid,2025-10-20,2026-08-10,2026-03-11T18:52:15.296579,2026-07-11T17:45:03.296584,71734.67,8,5738.77,77473.44,77473.44,0,USD,Thank you for your business!,bfd2b4e3-eee5-4c92-a619-36311bdb34db,2026-01-01T10:01:42.296591,
c6532132-b0a0-4a5a-b7fa-f4f53057fc2d,6e2684b5-dd18-4549-8440-7276b577d2b5,7647d815-6e76-4b57-9a5c-a249c7b8aa46,,INV-000062,Invoice for Services,sent,2026-03-08,2026-09-10,2026-06-27T00:36:05.296621,,78811.25,5,3940.56,82751.81,0,82751.81,USD,,,2026-06-22T21:34:49.296628,
b3f06599-ac88-4006-9dee-e0089b9dc90c,6e2684b5-dd18-4549-8440-7276b577d2b5,1bb97d23-9e6f-4b65-93ec-707b0debdc77,,INV-000063,Invoice for Products,sent,2025-10-06,2026-08-06,2026-03-09T11:49:12.296655,,52382.73,7.5,3928.7,56311.43,0,56311.43,USD,,c2e048be-1f6a-4aa5-b68d-ca35f16ef113,2026-06-05T23:39:16.296666,
c662bcb7-83ac-43ba-88ac-f2ac207c807d,6e2684b5-dd18-4549-8440-7276b577d2b5,c7912396-74d0-4f3c-8c0e-ae9820a54956,,INV-000064,Invoice for Consulting,paid,2025-12-11,2026-10-05,2026-07-20T16:59:36.296698,2026-06-05T11:41:28.296703,36446.71,10,3644.67,40091.38,40091.38,0,USD,Thank you for your business!,,2025-11-10T02:20:40.296709,
70633778-200d-4993-aab6-723bf9c6ccd3,6e2684b5-dd18-4549-8440-7276b577d2b5,428864d6-4b9d-41a5-a8db-1f3606d6f271,,INV-000065,Invoice for Support,paid,2026-03-01,2026-08-15,2026-04-11T04:43:52.296736,2026-07-19T08:48:34.296741,50986.76,20,10197.35,61184.11,61184.11,0,USD,Thank you for your business!,,2026-02-25T08:54:16.296747,
005abcc0-ee9d-44d3-8b6f-3febd6ee99d7,6e2684b5-dd18-4549-8440-7276b577d2b5,b19d5868-8f82-4bfc-beb9-cb8982b1065b,f622b1bc-12e3-45d2-830a-6236b4572c59,INV-000066,Invoice for Support,draft,2025-12-25,2026-09-24,,,65764.0,5,3288.2,69052.2,0,69052.2,USD,,,2026-03-05T17:20:54.296778,
c88b7d44-1969-4105-8b38-834a65b28e38,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000067,Invoice for Products,paid,2026-03-22,2026-12-09,2026-02-15T05:11:39.296803,2026-07-17T19:26:56.296808,70772.91,10,7077.29,77850.2,77850.2,0,USD,,,2026-02-16T15:07:52.296814,
7ef29f7c-f4d2-420d-a0fe-7b4a540af5e9,6e2684b5-dd18-4549-8440-7276b577d2b5,,b94f9688-e7d0-462f-b6f8-54ff566da376,INV-000068,Invoice for Subscription,sent,2025-09-25,2026-08-21,2026-05-19T04:51:20.296843,,93142.8,15,13971.42,107114.22,0,107114.22,USD,,,2026-06-21T04:36:53.296849,
394b715d-e034-4b11-8ca3-cbfa7246189f,6e2684b5-dd18-4549-8440-7276b577d2b5,19c07d6e-64bd-4b61-9c2e-a36a6e1ffa46,50e1f99c-b099-47c4-8af5-6780bbd0174e,INV-000069,Invoice for Support,sent,2026-07-20,2026-11-07,2026-02-22T05:18:42.296876,,34786.05,7.5,2608.95,37395.0,0,37395.0,USD,Thank you for your business!,b28bfd7a-31df-4c91-8346-9642541d0459,2026-02-11T20:46:59.296883,
f9717806-a12d-415e-9103-bb3039892010,6e2684b5-dd18-4549-8440-7276b577d2b5,,d939d182-e848-4287-999c-cf7c2f137044,INV-000070,Invoice for Services,overdue,2026-04-23,2026-08-29,2026-08-07T01:51:23.296909,,2175.94,8,174.08,2350.02,0,2350.02,USD,Thank you for your business!,,2025-10-11T05:24:06.296915,
58b36d5d-2341-4e33-a024-1ee8bb0eb4e7,6e2684b5-dd18-4549-8440-7276b577d2b5,a3f64091-4486-42c0-a609-51090538cadb,1529f048-a09b-4953-8f31-3363ef1d64b0,INV-000071,Invoice for Support,sent,2025-09-13,2026-11-21,2026-05-23T20:24:51.296941,,82940.58,5,4147.03,87087.61,0,87087.61,USD,Thank you for your business!,,2026-02-23T14:08:32.296947,
ca377bf0-df3e-47ba-9f44-f0e6676e6d59,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000072,Invoice for Consulting,draft,2026-05-02,2027-01-04,,,39240.88,8,3139.27,42380.15,0,42380.15,USD,Thank you for your business!,2b6ec4a4-bd1a-4183-baae-59a0e4e93c54,2026-06-29T21:38:08.296974,
